Unnamed: 0,Prompt,Completion
26,"Narrative: You greet Dutch. You: You good? Dutch: Just can't seem to get a moment's peace. Narrative: You antagonize Dutch. You: So, what you doing, staring all that time into space. Dutch: Am I sensing ideas above your station again? Narrative: You defuse the situation.","You: Okay, okay. Don't start pulling rank boss. Dutch: Don't act like someone who I need to pull rank on then."
156,Narrative: You antagonize Susan about her age..You: The old you would have had this place shipshape in a day. Susan: Don't take that tone with me.Narrative: You defuse the situation.You: I'm only kidding around. Susan: I't wasn't funny ten years ago and it still isn't now.Narrative: You antagonize Susan.,You: You're slipping Grimshaw. Susan: When are you going to learn to shut up.{angry}
24,Narrative: You greet Dutch.,You: You good? Dutch: Just can't seem to get a moment's peace.
177,"Narrative: You antagonize Susan.You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur.Narrative: You defuse the situation.You: Take it easy, I aint serious. Susan: Well, dont.Narrative: You antagonize Susan.","You: I mean, you make father time seem like a nasty man. Susan: When are you going to act your age.{angry}"
357,"Narrative: You antagonize Hosea. You: I used to really look up to you, Hosea. Hosea: Who do you think you are talking to. Narrative: You antagonize Hosea. You: You and Dutch both. Hosea: What's wrong with you? Narrative: You defuse the situation.",You: I'm only joking with you. Hosea: Is that supposed to be amusing? 
187,"Narrative: You antagonize Susan.You: My Lord, you're old. Susan: Oh, shut up, Arthur.Narrative: You defuse the situation.You: Don't worry i'm just playing with you. Susan: Oh I know this stupid game all too well.Narrative: You antagonize Susan.You: And time has done you a few favours. Susan: Is this meant to be funny? Narrative: You defuse the situation.""","You: Sorry, I dont know why I find this so entertaining. Susan: Well I don't.{angry}"
264,"Narrative: You antagonize Pearson. You: So what's for dinner? Dysentary again. Pearson: Hey, come on now. Narrative: You antagonize Pearson.",You: No chance of getting fat around here. Pearson: Why have you got a problem with me.
313,Narrative: You antagonize Hosea.,"You: Hey, there. Hosea: {ThumbsUp}"
328,Narrative: You greet Hosea. You: Hey there. Hosea: Hello. Narrative: You greet Hosea.,You: How are you doing. Hosea: As well as can be expected.
361,Action: You stand near Hosea. Hosea: That's the spot you pick? Action: You stand near Hosea. Hosea: What's your problem? Narrative: You defuse the situation.,You: I'm only joking with you. Hosea: Is that supposed to be amusing.
47,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. Dutch: I'm not even gonna dignify that with a response. Narrative: You defuse the situation. You: My bad, been a hard few days, got me cranky. Dutch: Keep acting like that and you won't have any days left at all. Narrative: You antagonize Dutch. You: Or maybe you're just staring blankly for effect. Dutch: Crankiness is no reason to be a piece of shit, Arthur. Narrative: You defuse the situation. You: Okay, okay I'm done now I swear. Dutch: Huh, I really worry about your sanity. Narrative: You antagonize Dutch.","You: So, who was better ol Grimshaw or that lass Annabelle. Dutch: I've had enough of this. You need to get your head straight.{walk}"
195,"Action: You walk near Pearson. Arthur: Good Morning, Mr. Morgan. Narrative: You greet Pearson.",You: Mr Pearson. 
362,Action: You stand near Hosea., Hosea: What do you want.
194,Action: You walk near Pearson.," Arthur: Good Morning, Mr. Morgan."
139,Narrative: You greet Susan.You: Miss.Narrative: You greet Susan.You: Everyone behaving themselves around here? Susan: Hardly.Narrative: You greet Susan.,"You: Well, I'm sure you'll have it under control soon. Susan: Sure."
193,Action: You walk near Pearson.," Arthur: Good Morning, Mr. Morgan."
12,Narrative: You greet Dutch.,You: Anything I need to worry about. Dutch: Not right this minute.{greet}
7,"Narrative: You greet Dutch. You: Feels like we're back on track, more or less. Dutch: Yup. Money and Food, now everyone needs to keep it comming. Arthur: For sure. Narrative: You greet Dutch.","You: Ok, well, lets talk more later. Dutch: Alright Arthur.."
96,Narrative: You antagonize Strauss. You: You sicken me. Strauss: I don't want to get into this please. Narrative: You antagonize Strauss. You: You foul little wretch. Strauss: Why won't you leave me alone? Narrative: You antagonize Strauss.,You: We should feed you to the wolves. Strauss: I will report you to Dutch.{walk}
176,"Narrative: You antagonize Susan.You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur.Narrative: You defuse the situation.","You: Take it easy, I aint serious. Susan: Well, then leave me be."
272,"Narrative: You antagonize Pearson. You: So what's for dinner? Dysentary again. Pearson: Hey, come on now. Narrative: You defuse the situation. You: Come on, I'm only kidding around. Pearson: How very amusing. Narrative: You antagonize Pearson. You: No chance of getting fat around here. Pearson: Why have you got a problem with me. Narrative: You defuse the situation. You: Okay, okay I really am done now. Pearson: Er, well good then. I think. Narrative: You antagonize Pearson.","You: At least it smells better comming out then it does going in. Pearson: Fine, I'll just ignore you."
325,"Narrative: You greet Hosea. You: Hey. Narrative: You greet Hosea. You: Everything okay. Hosea: Well I'm still alive. Narrative: You antagonize Hosea. You: You just love feeliing sorry for yourself, don't you? Hosea: I'm about the only one who stand's up for you. Narrative: You defuse the situation.",You: I'm only kidding around. Hosea: You need to get your'e head straight.
189,Narrative: You greet Pearson.,"You: Glad to be off that mountain, Mr. Pearson. Pearson: Yes indeed, Lots to do now. You: Yep, for all of us."
165,Narrative: You antagonize Susan.,"You: There she is, the camp shire horse. Susan: I don't like that tone Arthur.{angry}"
299,"Action: You go near Hosea. Hosea: How are you today Arthur. Narrative: You greet Hosea. You: Hello. Narrative: You greet Hosea. You: Everything okay? Hosea: Well, I'm still alive. Narrative: You greet Hosea.","You: Well, let's keep it that way. Hosea: Thanks."
356,"Narrative: You antagonize Hosea. You: I used to really look up to you, Hosea. Hosea: Who do you think you are talking to. Narrative: You antagonize Hosea.",You: You and Dutch both. Hosea: What's wrong with you?
59,Narrative: You greet Strauss. You: Hey Strauss. Strauss: Herr Morgan. Narrative: You greet Strauss.,You: Why are you looking so shifty? Strauss: I'm not.
54,"Narrative: You greet Strauss. You: Bet you never thought you'd end up here, huh. Strauss: I didn't know where I'd end up. Narrative: You greet Strauss.","You: Funny how things turn out. Strauss: Sounds good, Mr. Morgan."
367,Action: You walk near Hosea. Hosea: Sit down Arthur. Action: You walk near Hosea., Hosea: {greet}.
236,"Narrative: You greet Pearson. You: Morning. Pearson: Narrative: You greet Pearson. You: How are things. Pearson: Ahh, I can't complain. Narrative: You greet Pearson.","You: Glad to hear it. Pearson: Yes, yes"
167,"Narrative: You antagonize Susan.You: There she is, the camp shire horse. Susan: I don't like that tone Arthur.Narrative: You antagonize Susan.You: Who everybody hates. Susan: Just what is your problem?Narrative: You antagonize Susan.",You: And dreams of killing. Susan: I know to ignore you when you get like this.{walk}
192,"Narrative: You greet Pearson. You: All good there, Pearson. Pearson: Still need more food, Mr. Morgan. You should try your luck again with that bow. You: I know , I will. Narrative: You greet Pearson.","You: Well, I should get back to it. Pearson: Sure, well as you were."
315,"Narrative: You greet Hosea. You: Mood seem's pretty good around here. Hosea: It does. Narrative: You antagonize Hosea. You: Apart from your sour face, of course. Hosea: Why don't we talk about your problems eh? Narrative: You defuse the situation.","You: Don't worry, I'm just playing with you. Hosea: What is going with you?"
345,Narrative: You antagonize Hosea.,"You: Look around, we've made it, like you always said we would. Hosea: Who do you think you are talkinig to?"
298,Action: You go near Hosea. Hosea: How are you today Arthur. Narrative: You greet Hosea. You: Hello. Narrative: You greet Hosea.,"You: Everything okay? Hosea: Well, I'm still alive."
208,Action: You walk near Pearson.," Pearson: Ah, hello, Mr. Morgan."
168,Narrative: You antagonize Susan.,"You: There she is, the camp shire horse. Susan: I don't like that tone Arthur."
107,"Narrative: You antagonize Micah.You: You creeping no good bastard! Micah: If you got a problem with me, then say it to my face.Narrative: You antagonize Micah.",You: We would all be better of without you here Micah.Micah: Mind your tounge Arthur.{threaten}
84,Action: You walk by Strauss.,Strauss: Hello Arthur.
29,Narrative: You greet Dutch. You: Hope you're working on a plan there. Dutch: Always. Narrative: You greet Dutch.,You: Anyway I won't disturb you. Dutch: Ok.
239,"Action: You walk near Pearson. Pearson: How are you. Narrative: You greet Pearson. You: Hi, Pearson. Narrative: You greet Pearson.","You: Need any supplies?. Pearson: Always, can never have too much."
259,Narrative: You antagonize Pearson.,You: I wish you'd stayed at sea. Pearson: Hey what did I do.
178,"Narrative: You antagonize Susan.You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur.Narrative: You defuse the situation.You: Take it easy, I aint serious. Susan: Go away.Narrative: You antagonize Susan.You: Make me, you wench Susan: Mind your tounge Arthur.Narrative: You defuse the situation.","You: Ok, okay. Im minding it now. Susan: Find someone else to play your games with."
8,Narrative: You greet Dutch.,"You: Okay there Dutch? Dutch: Warm, dry, and nobody shooting at me. A marked improvement. Arthur: Indeed."
225,Narrative: You greet Pearson. You: Hey. Narrative: You greet Pearson. You: You seem to be in a good mood. Pearson: I do? Well that's nice of you to say so. Narrative: You antagonize Pearson.,"You: Well, I see how much you really hate yourself. Pearson: Oh, just what I need."
333,Narrative: You greet Hosea. You: Looking good. Hosea: Thanks. Narrative: You greet Hosea.,"You: I mean, considering you usually look like you've got one foot in the grave. Hosea: Now you need to watch your mouth."
15,Narrative: You greet Dutch.,You: Anything I need to worry about. Dutch: Not right this minute.
5,Action: You keep stand near Dutch for a while.,Dutch: You want me to teach you a lesson you'll regret.{threaten}
199,Action: You walk near Pearson., Pearson: Morning Arthur.
338,Narrative: You antagonize Hosea.,"You: I used to really look up to you, Hosea. Hosea: Is that supposed to be funny."
221,"Narrative: You greet Pearson. You: Hey Pearson. Pearson: Hi there, Arthur. Narrative: You greet Pearson.",You: The last stew I had was pretty damn good. Pearson: Glad to hear it.
229,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson.",You: Hello.
150,Narrative: You greet Susan.,"You: Morning to you. Susan: Hi there, Arthur.{greet}"
115,Narrative: You antagonize Micah.,"You: Just put the knife away, you ain't impressing no one. Micah: Oh shut up!{angry}"
61,Narrative: You greet Strauss.,"You: Putting the world to rights there? Strauss: Trying to, Mr. Morgan."
94,Narrative: You antagonize Strauss.,"You: You sicken me. Strauss: I don't want to get into this please."
244,Action: You walk near Pearson., You: Pearson. Pearson: Arthur.
254,"Narrative: You greet Pearson. You: Hey Pearson. Pearson: Hi there, Arthur. Narrative: You greet Pearson. You: The last stew I had was pretty damn good. Pearson: Glad to hear it. Narrative: You antagonize Pearson. You: Compared with the pig swill you normally serve up. Pearson: Not this again. Narrative: You defuse the situation.","You: Take it easy, I ain't serious. Pearson: Well, sometimes it's hard to tell."
89,"Narrative: You antagonize Strauss.You: Wipe that snooty look off your face for one minute, will you. Strauss: Excuse me? Narrative: You antagonize Strauss.","You: You're a vagrant, not an accountant. Strauss: How else do you expect us to live easily then?"
158,Narrative: You antagonize Susan.,"You: I remember when you were Dutch's number one, Miss Grimshaw. Susan: Don't start this nonesense."
275,"Narrative: You antagonize Pearson. You: There he is, the camp pig. Pearson: Oh, not this again. Narrative: You defuse the situation. You: Take it easy, I'm just needling you. Pearson: Yes, er, very good. Narrative: You antagonize Pearson.","You: No wonder we're always short of food. Pearson: Why are you doing this. Is this meant to be funny."
316,Action: You go near Hosea.,Hosea: {Waves}.
322,Narrative: You greet Hosea. "You: Hey. Narrative: You greet Hosea.,You: Everything okay. Hosea: Well I'm still alive."
282,Narrative: You greet Hosea.,"You: What's going on. Hosea: Nothing too much, at this very moment."
152,"Narrative: You antagonize Susan about the past.You: The old you would have had this place shipshape in a day. Susan: Don't take that tone with me.Narrative: You antagonize Susan.","You: You're slipping Grimshaw. Susan: Why are you doing this?{angry}"
35,"Narrative: You antagonize Dutch. You: You know... you could get out there too, Dutch. Dutch: Just remember who you're talking to. Narrative: You antagonize Dutch using Hosea.",You: Everyone sees you and Hosea reading. Dutch: Why are you doing this?
164,"Narrative: You antagonize Susan.You: I remember when you were Dutch's number one, Miss Grimshaw. Susan: Don't start this nonesense.Narrative: You defuse the situation.You: Take it easy.I'm just messing with you. Susan: Well I dont find it very funny.Narrative: You antagonize Susan.You: Always knew you had no sense of humor. Susan: Stop this charade Arthur.Narrative: You defuse the situation.","You: Ok, okay. Im done now, I swear. Susan: I know this stupid game all too well.{angry}"
349,Narrative: You antagonize Hosea.,You: You ever gonna stop going on about the old days? Hosea: What's wrong with you?
48,Narrative: You greet Dutch using day.,You: Another day and we are still alive. Dutch: Of course we are.
149,"Narrative: You greet Susan.You: You seem to have everything well in order here. Susan: Oh, I woudn't go that far.Narrative: You greet Susan.",You: Well it looks pretty good to me. Susan: Sounds good Mr. Morgan.
52,Narrative: You greet Strauss.,"You: Bet you never thought you'd end up here, huh. Strauss: I didn't know where I'd end up."
273,Narrative: You antagonize Pearson.,"You: There he is, the camp pig. Pearson: Oh, not this again."
154,Narrative: You antagonize Susan about her age..,You: The old you would have had this place shipshape in a day. Susan: Don't take that tone with me.
13,Narrative: You greet Dutch. You: Anything I need to worry about. Dutch: Not right this minute. Narrative: You greet Dutch.,"You: Okay, good . Dutch: Okay."
73,Narrative: You greet Strauss.,You: Good morning to you.
141,Narrative: You approach Susan.Hi there Arthur.Narrative: You greet Susan.,You: Susan.
42,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. Dutch: I'm not even gonna dignify that with a response. Narrative: You antagonize Dutch. You: Or maybe you're just staring blankly for effect. Dutch: What are you trying to prove here? Narrative: You antagonize Dutch.","You: Either way, it aint getting us nowhere. Dutch: Damn child.{walk}"
87,"Narrative: You antagonize Strauss. You: You revolt me. Strauss: I don't want to get into this, please. Narrative: You antagonize Strauss. You: You grasping, money lending, scum. Strauss: What did I ever do to you? Narrative: You antagonize Strauss.",You: I should slit your throat. Strauss: I will have this talk of murder brought to Dutch I tell you!{walk}
289,Narrative: You greet Hosea. You: Hosea. Narrative: You greet Hosea. You: Mood seems pretty good around here. Hosea: It does. Narrative: You greet Hosea.,"You: Well, guess we should enjoy it while it lasts. Hosea: Alright, Arthur."
162,"Narrative: You antagonize Susan.You: I remember when you were Dutch's number one, Miss Grimshaw. Susan: Don't start this nonesense.Narrative: You defuse the situation.",You: Take it easy.I'm just messing with you. Susan: Well I dont find it very funny.
224,Narrative: You greet Pearson. You: Hey. Narrative: You greet Pearson.,You: You seem to be in a good mood. Pearson: I do? Well that's nice of you to say so. 
72,Action: You walk by Strauss.,Strauss: Hello Mr. Morgan.{greet}
210,"Action: You walk near Pearson. Pearson: Ah, hello, Mr. Morgan. Narrative: You greet Pearson.",You: Good morning to you. 
329,Narrative: You greet Hosea. You: Hey there. Hosea: Hello. Narrative: You greet Hosea. You: How are you doing. Hosea: As well as can be expected. Narrative: You greet Hosea.,You: Glad to hear it. Hosea: Alright Arthur. 
233,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson. You: Hello. Narrative: You greet Pearson. You: Thank you for all your work. Pearson: Thank you Mr. Morgan. Sometimes, I suppose. Narrative: You antagonize Pearson. You: You'll make someone a fine wife someday. Pearson: Don't Arthur, come on. Narrative: You defuse the situation.","You: I'm only joking with you. Pearson: Er, well, good then. I think."
337,Narrative: You antagonize Hosea. You: So you get to read while everyone else is working off. Hosea: I'm about the only one round here who stand's up for you. Narrative: You antagonize Hosea. You: One rule for you and another for the rest of us. Hosea: What in the hell's your problem. Narrative: You antagonize Hosea.,You: Some things never change. Lazy bastard. Hosea: I'm not wasting anymore attention on you right now.
354,"Narrative: You antagonize Hosea. You: Look around, we've made it, like you always said we would. Hosea: Who do you think you are talkinig to? Narrative: You antagonize Hosea. You: Twenty years of robbing, and still liviing in tents like vagrants. Hosea: What's your problem. Narrative: You defuse the situation.","You: Sorry,I'll stop messing with you now.{laugh} Hosea: You play your little games."
65,Narrative: You greet Strauss.,"You: Hello, Mr. Strauss.{greet}"
175,"Narrative: You antagonize Susan.You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur.Narrative: You antagonize Susan.You: I mean, you make father time seem like a nasty man. Susan: When are you going to act your age.Narrative: You antagonize Susan.","You: Act my age? If you start acting like your's, you'd be nothing but dust and bones. Susan: Leave me be Morgan."
85,Narrative: You antagonize Strauss.,"You: You revolt me. Strauss: I don't want to get into this, please."
271,"Narrative: You antagonize Pearson. You: So what's for dinner? Dysentary again. Pearson: Hey, come on now. Narrative: You defuse the situation. You: Come on, I'm only kidding around. Pearson: How very amusing. Narrative: You antagonize Pearson. You: No chance of getting fat around here. Pearson: Why have you got a problem with me. Narrative: You defuse the situation.","You: Okay, okay I really am done now. Pearson: Er, well good then. I think."
303,"Action: You go near Hosea. Hosea: Good morning, Arthur. Narrative: You greet Hosea.",You: You okay?. Hosea: {calmdown}
20,Narrative: You greet Dutch.,You: Any problems. Dutch: Not any new ones.
63,Narrative: You greet Strauss.,You: Why are you looking so shifty? Strauss: I'm not.
19,"Narrative: You greet Dutch. You: Anything I need to worry about. Dutch: Not right this minute. Narrative: You antagonize Dutch. You: Cause, you're always worrying me these days. Dutch: When are you going to remove that chip from your shoulder? Narrative: You defuse the situation.",You: No need to get your panties in a twist. I was only kidding around. Dutch: Is that your idea of a sense of humor.
253,"Narrative: You greet Pearson. You: Hey Pearson. Pearson: Hi there, Arthur. Narrative: You greet Pearson. You: The last stew I had was pretty damn good. Pearson: Glad to hear it. Narrative: You antagonize Pearson.",You: Compared with the pig swill you normally serve up. Pearson: Not this again.
277,"Narrative: You antagonize Pearson. You: There he is, the camp pig. Pearson: Oh, not this again. Narrative: You defuse the situation. You: Take it easy, I'm just needling you. Pearson: Yes, er, very good. Narrative: You antagonize Pearson. You: No wonder we're always short of food. Pearson: Why are you doing this. Is this meant to be funny. Narrative: You defuse the situation. You: Sorry I just don't know why I find this so damn entertaining. Pearson: How very amusing. Narrative: You antagonize Pearson.","You: You eat it all. Pearson: Okay, you do what you want."
200,Action: You walk near Pearson., Pearson: Morning Arthur.
231,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson. You: Hello. Narrative: You greet Pearson.","You: Thank you for all your work. Pearson: Thank you Mr. Morgan. Sometimes, I suppose."
21,Narrative: You greet Dutch. You: Any problems. Dutch: Not any new ones. Narrative: You greet Dutch.,"You: Well, that's something ain't it. Dutch: Whatever you say."
36,"Narrative: You antagonize Dutch. You: You know... you could get out there too, Dutch. Dutch: Just remember who you're talking to. Narrative: You antagonize Dutch using Hosea. You: Everyone sees you and Hosea reading. Dutch: Why are you doing this? Narrative: You antagonize Dutch further.","You: Just sends the wrong message, if you ask me. Dutch: Arthur, run away before I do something we both will regret.{threaten}"
234,Narrative: You greet Pearson.,You: Morning. Pearson:
27,Narrative: You greet Dutch.,You: Hope you're working on a plan there. Dutch: Always.
202,"Action: You walk near Pearson. Pearson: Morning Arthur. Narrative: You greet Pearson. You: Thank you, for all your hard work. Pearson: Thank you. Narrative: You greet Pearson.","You: I mean that. Pearson: Yes, yes."
205,"Action: You walk near Pearson. Pearson: Hello, Mr. Morgan. Narrative: You greet Pearson. You: There he is. Narrative: You greet Pearson.","You: Thank you for all your work. Pearson: Thank you, Morgan"
217,"Narrative: You greet Pearson. You: Good morning. Pearson: Okay, Mr Morgan. Narrative: You greet Pearson. You: You seem in a good mood. Pearson: Well that's nice of you to say so. Narrative: You greet Pearson.","You: Okay, well maby not then. Pearson: I should do some work."
136,"Narrative: You greet Susan.You: Starting to look like home isn't it. Susan: It's taking shape.You: Good Work, Miss Grimshaw.Narrative: You greet Susan.","You: Anyway, I'll head out for a bit now. Susan: Okay."
341,Narrative: You antagonize Hosea.,"You: You miserable old grump. Hosea: Why dont we talk about your problems, huh?"
306,Narrative: You go near Hosea. Hosea: Good day Arthur. Narrative: You greet Hosea.,You: Morning to you too. Hosea: {fingergun}
128,Action: You walk into Susan.,You: Mind your self Susan.
317,Action: You go near Hosea. Hosea: {Waves}. Narrative: You greet Hosea.,You: Hey there. Hosea: {fingergun}
104,Narrative: You antagonize Micah.,You: Hey if you're looking for your balls they're back in Blackwater. Micah: You have a stick up your arse? Or think of yourself as such a big man?{angry}
291,"Narrative: You greet Hosea. You: Hosea, how are you. Hosea: Good Morning, Arthur. Narrative: You greet Hosea.","You: What's going on, eh? Hosea: Nothing too much, at this very moment."
188,Narrative: You greet Pearson.,"You: Glad to be off that mountain, Mr. Pearson. Pearson: Yes indeed, Lots to do now. You: Yep, for all of us."
161,"Narrative: You antagonize Susan.You: I remember when you were Dutch's number one, Miss Grimshaw. Susan: Don't start this nonesense.Narrative: You antagonize Susan.You: Now you're a number I can't even count up to. Susan: Why are you acting like this?Narrative: You antagonize Susan.","You: Look, if you can't take it dont give it out. Susan: I'm too busy for this nonesense."
318,Narrative: You greet Hosea.,You: Hosea 
138,Narrative: You greet Susan.You: Miss.Narrative: You greet Susan.,You: Everyone behaving themselves around here? Susan: Hardly.
211,"Action: You walk near Pearson. Pearson: Ah, hello, Mr. Morgan. Narrative: You greet Pearson.",You: Good morning to you. 
295,Narrative: You greet Hosea. You: Good morning to you. Narrative: You greet Hosea. You: Your'e looking good. Hosea: Thank you. Narrative: You greet Hosea.,You: Good to see. Hosea: Okay.
220,"Narrative: You greet Pearson. You: Hey Pearson. Pearson: Hi there, Arthur. Narrative: You greet Pearson.",You: The last stew I had was pretty damn good. Pearson: Glad to hear it.
37,Narrative: You antagonize Dutch.,"You: Uh oh, Dutch is thinking. This can't be good. Dutch: I'm just impressed you're stringing entire sentences together."
246,Action: You walk near Pearson. You: Pearson. Pearson: Arthur. Narrative: You greet Pearson.,"You: You know too many folk around here take you for granted. Pearson: Well, that's nice of you to say so."
309,"Narrative: You go near Hosea. Hosea: Good day Arthur. Narrative: You greet Hosea. You: Morning to you too. Hosea: {fingergun} Narrative: You greet Hosea. You: What's going on? Hosea: Nothing too much, at this very moment. Narrative: You antagonize Hosea. You: I only asked, you miseable old bastard. Hosea: Now you need to watch your mouth. Narrative: You defuse the situation.","You: Take it easy, I'm just needling you. Hosea: Is that supposed to be amusing?"
227,Action: You walk near Pearson.," Pearson: Oh, hello."
179,Narrative: You antagonize Susan.,"You: I've had enough of you, you sour old hag. Susan: I don't like that tone, Arthur."
10,Narrative: You greet Dutch.,"You: You'll work it out Dutch, you always do."
241,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson. You: Hello. Narrative: You greet Pearson.",You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose.
75,"Narrative: You greet Strauss. You: Keep those books full, now. Strauss: I'm trying. Narrative: You antagonize Strauss.",You: You sure ain't any other use to us. Strauss: Now there's no need to be rude.{angry}
77,Action: You walk by Strauss.,"Strauss: How are you, Mr. Morgan.{greet}"
169,"Narrative: You antagonize Susan.You: There she is, the camp shire horse. Susan: I don't like that tone Arthur.Narrative: You defuse the situation.",You: I'm only joking with you. Susan: Little boys and their little games.
266,Narrative: You antagonize Pearson.,"You: There he is, the camp pig. Pearson: Oh, just what I need."
348,"Narrative: You antagonize Hosea. You: Look around, we've made it, like you always said we would. Hosea: Who do you think you are talkinig to? Narrative: You antagonize Hosea. You: Twenty years of robbing, and still liviing in tents like vagrants. Hosea: What's your problem. Narrative: You antagonize Hosea.","You: I'm sorry, I'm starting to sound like you. Hosea: You're not getting a rise outta me."
62,"Narrative: You greet Strauss. You: Putting the world to rights there? Strauss: Trying to, Mr. Morgan. Narrative: You greet Strauss.","You: Well, don't let me disturb you. Strauss: Take care, Arthur."
140,Narrative: You approach Susan.,Hi there Arthur.{greet}
106,Narrative: You antagonize Micah.,You: You creeping no good bastard! Micah: What's your problem with me?
332,Narrative: You greet Hosea.,You: Looking good. Hosea: Thanks.
285,Narrative: You greet Hosea.,You: How did we end up over this way? Hosea: Huh?
3,Action: You stand near Dutch for a while.,Dutch: Back up a bit will you.{angry}
126,Action: Walking up to Micah.,Micah: Run along cowboy.You: Hmmm
112,Narrative: You antagonize Micah.You: You are the creepiest man I know. Micah: Now that ain't nice Morgan.Narrative: You antagonize Micah.,You: And probably the nastiest. Micah: Guess you havn't looked in a mirror lately? 
262,Narrative: You antagonize Pearson.,"You: So what's for dinner? Dysentary again. Pearson: Hey, come on now."
70,"Narrative: You greet Strauss. You: You ever miss Austria. Strauss: Sometimes, I suppose. Narrative: You antagonize Strauss. You: How was life living like a poor, broke peasant. Strauss: Please don't be like this, Mr. Morgan. Narrative: You defuse the situation.",You: I'm just kidding with ya gramps. Strauss: You are a strange man sometimes.
252,"Action: You walk near Pearson. Pearson: Ah, hello, Mr. Morgan. Narrative: You greet Pearson. You: Good morning to you. Narrative: You greet Pearson. You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose. Narrative: You antagonize Pearson.","You: I mean your life must've been pretty pathetic if this is an upgrade. Pearson: Don't, Arthur, come on."
305,Narrative: You go near Hosea.,Hosea: Good day Arthur. 
118,Narrative: You antagonize Micah.,"You: Don't smile your face might crack. Micah: Yeah well, look who's talking."
64,Narrative: You greet Strauss. You: Why are you looking so shifty? Strauss: I'm not. Narrative: You greet Strauss.,"You: Okay, I'll guess we find out. Strauss: Sounds good, Mr. Morgan."
105,Narrative: You antagonize Micah.,You: Just what is your game? Micah: I just hope I ain't your's!
83,"Narrative: You greet Strauss. You: Bet you never thought you'd end up here, huh. Strauss: I didn't know where I'd end up. Narrative: You antagonize Strauss. You: Luckily you're too much of a coward to ever do it alone. Strauss: I don't want to get into this, please. Narrative: You defuse the situation.","You: Fine fine, can't take a joke can you? Strauss: Just the fact we don't share each others sense of humor, I suppose.{angry}"
226,"Narrative: You greet Pearson. You: Hey. Narrative: You greet Pearson. You: You seem to be in a good mood. Pearson: I do? Well that's nice of you to say so. Narrative: You antagonize Pearson. You: Well, I see how much you really hate yourself. Pearson: Oh, just what I need. Narrative: You defuse the situation.",You: Don't worry I'm just playing with you. Pearson: Yes I know your games by now.
335,Narrative: You antagonize Hosea.,You: So you get to read while everyone else is working off. Hosea: I'm about the only one round here who stand's up for you.
286,Narrative: You greet Hosea. You: How did we end up over this way? Hosea: Huh? Narrative: You greet Hosea.,"You: Well, I guess we know the answer to that. Hosea: Thanks."
346,"Narrative: You antagonize Hosea. You: Look around, we've made it, like you always said we would. Hosea: Who do you think you are talkinig to? Narrative: You antagonize Hosea.","You: Twenty years of robbing, and still liviing in tents like vagrants. Hosea: What's your problem."
186,"Narrative: You antagonize Susan.You: My Lord, you're old. Susan: Oh, shut up, Arthur.Narrative: You defuse the situation.You: Don't worry i'm just playing with you. Susan: Oh I know this stupid game all too well.Narrative: You antagonize Susan.",You: And time has done you a few favours. Susan: Is this meant to be funny?
99,"Narrative: You antagonize Strauss. You: Hey Strauss, they call me mean, but you take the prize. Strauss: Now there's no need to be rude. Narrative: You antagonize Strauss. You: If you had a spine, you'd be dangerous. Strauss: Why must you torment me, Arthur. Narrative: You antagonize Strauss.",You: Sadly you're too weak to do your own dirty work. Strauss: Just go away Arthur!{threaten}
302,Action: You go near Hosea.,"Hosea: Good morning, Arthur."
366,Action: You walk near Hosea., Hosea: Sit down Arthur.
218,Narrative: You greet Pearson.,"You: Hey Pearson. Pearson: Hi there, Arthur."
111,Narrative: You antagonize Micah.,You: You are the creepiest man I know. Micah: Now that ain't nice Morgan.
142,Narrative: You greet Susan.,"You: Always good to see you. Susan: Hi, Mr. Morgan."
355,Narrative: You antagonize Hosea.,"You: I used to really look up to you, Hosea. Hosea: Who do you think you are talking to."
39,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. This can't be good. Dutch: I'm just impressed you're stringing entire sentences together. Narrative: You antagonize Dutch. You: Or maybe you're just staring blankly for effect. Dutch: Mind your tounge. Narrative: You antagonize Dutch.",Dutch: Ungratefull bastard.{threaten}
267,"Narrative: You antagonize Pearson. You: There he is, the camp pig. Pearson: Oh, just what I need. Narrative: You antagonize Pearson.",You: No wonder we're always short of food. Pearson: What's the problem here?
