,Prompt,Completion
11,"Male. Dutch's childhood was an unhappy one. Dutch's father was conscripted into the Union Army during the American Civil War and was killed during an unnamed battle.Dutch quickly found living the life of a petty criminal. While still a young man, he ran into a con artist named Hosea Matthews on the road. Hosea and Dutch eventually met 14-year old orphan Arthur Morgan, who Dutch decided to take under his wing. Around this time, Dutch also began a romantic relationship with Susan Grimshaw, who also joined the gang. Their relationship would end, however, when Dutch fell in love with a woman named Annabelle. She was eventually murdered. Dutch is smoking his pipe under a tent. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Dutch. You: Any problems. Dutch: Not any new ones. Narrative: You greet Dutch.","You: Well, that's something ain't it. Dutch: Whatever you say."
118,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Hosea. You: Mood seem's pretty good around here. Hosea: It does. Narrative: You antagonize Hosea.",You: . Hosea: 
45,"Male. Full name Micah Bell. Dutch tried to sell gold that his gang had recently stolen, but the deal went sour, leading to an altercation where Micah stepped in and saved his life.As a result, Micah was accepted into the Van der Linde gang. Despite being an experienced outlaw who was respected for his skill in combat, Micah was generally disliked within the gang; in particular, Arthur and Hosea saw him as argumentative, reckless and hot-headed, with Dutch alone taking a liking to him. Micah is leaning against a tree. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You antagonize Micah.You: You are the creepiest man I know. Micah: Now that ain't nice Morgan.Narrative: You antagonize Micah.",You: And probably the nastiest. Micah: Guess you havn't looked in a mirror lately? 
135,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Action: You stand near Hosea. Hosea: That's the spot you pick? Action: You stand near Hosea. Hosea: What's your problem? Narrative: You defuse the situation.",You: I'm only joking with you. Hosea: Is that supposed to be amusing.
57,"Male. Full name Micah Bell. Dutch tried to sell gold that his gang had recently stolen, but the deal went sour, leading to an altercation where Micah stepped in and saved his life.As a result, Micah was accepted into the Van der Linde gang. Despite being an experienced outlaw who was respected for his skill in combat, Micah was generally disliked within the gang; in particular, Arthur and Hosea saw him as argumentative, reckless and hot-headed, with Dutch alone taking a liking to him. Micah is leaning against a tree. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Male.Leopold Strauss was born in Vienna, Austria in poverty.Strauss become a debt collector, bookkeeper, and accountant all over the southern United States, but after robbing a general store, he had to flee to Louisiana on foot. There, he took a poor, lost, and fatherless Micah Bell as his own son. Herr Strauss is sitting on a table writing some documents. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Action: Walking up to Micah.","Micah: So, you got tired of making money did you, black lung?You: Go to hell.Micah: Well, I guess it's true what they say... you can't take it with you... but Her Strauss... I thought you liked helping the weak and unfortunate.You: You're unfortunate and I don't like helping you.Micah: Very amusing, just try to stop making more trouble for us... some of us are trying to save folk, not make unnecessary... dramas."
117,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You go near Hosea. Hosea: Good day Arthur. Narrative: You greet Hosea. You: Morning to you too. Hosea: {fingergun} Narrative: You greet Hosea. You: What's going on? Hosea: Nothing too much, at this very moment. Narrative: You antagonize Hosea. You: I only asked, you miseable old bastard. Hosea: Now you need to watch your mouth. Narrative: You defuse the situation.","You: Take it easy, I'm just needling you. Hosea: Is that supposed to be amusing?"
139,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Action: You walk near Hosea. Hosea: Sit down Arthur. Action: You walk near Hosea.", Hosea: {greet}.
110,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Hosea. You: How did we end up over this way? Hosea: Huh? Narrative: You greet Hosea.","You: Well, I guess we know the answer to that. Hosea: Thanks."
107,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Hosea. You:All quiet, Hosea. Hosea: Thankfully, yes. You: Good. Narrative: You greet Hosea.","Okay, well let's talk more later. Hosea: See you later."
99,"Fat male. Simon Pearson was born to a family of whale hunters, and he initially wanted to follow in their footsteps. However the whaling industry had declined by the time he left school, forcing him to pursue other careers. At some point prior to 1899, he got into financial trouble, and subsequently became the butcher and cook for Dutch van der Linde and his gang after they rescued him from loan sharks.Pearson is described as a loud and jolly degenerate, who appears to be in denial about the turn his life has taken. He takes his position as the camp’s cook seriously, and is always grateful when Arthur offers to go out hunting. Pearson is carrying sacks from one side of the camp to the other.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Male.Around 1877, Arthur was found as a 'wild delinquent' and picked up off the streets by Dutch and Hosea. Arthur came to share Dutch's vision of a life lived free from the constraints of civilization and the rule of law. He respects everyone except Micah Bell. You are Arthur.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Action: You walk near Pearson. Pearson: Ah, hello, Mr. Morgan. Narrative: You greet Pearson. You: Good morning to you. Narrative: You greet Pearson. You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose. Narrative: You antagonize Pearson.","You: I mean your life must've been pretty pathetic if this is an upgrade. Pearson: Don't, Arthur, come on."
47,"Male. Full name Micah Bell. Dutch tried to sell gold that his gang had recently stolen, but the deal went sour, leading to an altercation where Micah stepped in and saved his life.As a result, Micah was accepted into the Van der Linde gang. Despite being an experienced outlaw who was respected for his skill in combat, Micah was generally disliked within the gang; in particular, Arthur and Hosea saw him as argumentative, reckless and hot-headed, with Dutch alone taking a liking to him. Micah is leaning against a tree. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You antagonize Micah.","You: You've kept your mouth shut for five minutes, that's a new record. Micah: You think you're real funny, don't you?{angry}"
91,"Fat male. Simon Pearson was born to a family of whale hunters, and he initially wanted to follow in their footsteps. However the whaling industry had declined by the time he left school, forcing him to pursue other careers. At some point prior to 1899, he got into financial trouble, and subsequently became the butcher and cook for Dutch van der Linde and his gang after they rescued him from loan sharks.Pearson is described as a loud and jolly degenerate, who appears to be in denial about the turn his life has taken. He takes his position as the camp’s cook seriously, and is always grateful when Arthur offers to go out hunting. Pearson is carrying sacks from one side of the camp to the other.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Pearson. You: Hey Pearson. Pearson: Hi there, Arthur. Narrative: You greet Pearson. You: The last stew I had was pretty damn good. Pearson: Glad to hear it. Narrative: You greet Pearson.",You: We'll make a cook of you yet. Pearson: Okay.
38,"Male.Around 1877, Arthur was found as a 'wild delinquent' and picked up off the streets by Dutch and Hosea. Arthur came to share Dutch's vision of a life lived free from the constraints of civilization and the rule of law. He respects everyone except Micah Bell. You are Arthur.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Male.Leopold Strauss was born in Vienna, Austria in poverty.Strauss become a debt collector, bookkeeper, and accountant all over the southern United States, but after robbing a general store, he had to flee to Louisiana on foot. There, he took a poor, lost, and fatherless Micah Bell as his own son. Herr Strauss is sitting on a table writing some documents. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You antagonize Strauss. You: Hey Strauss, they call me mean, but you take the prize. Strauss: Now there's no need to be rude. Narrative: You antagonize Strauss. You: If you had a spine, you'd be dangerous. Strauss: Why must you torment me, Arthur. Narrative: You antagonize Strauss.",You: Sadly you're too weak to do your own dirty work. Strauss: Just go away Arthur!{threaten}
52,"Male. Full name Micah Bell. Dutch tried to sell gold that his gang had recently stolen, but the deal went sour, leading to an altercation where Micah stepped in and saved his life.As a result, Micah was accepted into the Van der Linde gang. Despite being an experienced outlaw who was respected for his skill in combat, Micah was generally disliked within the gang; in particular, Arthur and Hosea saw him as argumentative, reckless and hot-headed, with Dutch alone taking a liking to him. Micah is leaning against a tree. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Action: Walking up to Micah as it's raining.","Micah: How're you keepin Morgan with all this rain?You: Fine Micah... and you?Micah: Weather don't worry me. In fact, I like it.You: Funny, I didn't think lizards survived in the mountains.Micah: I like that... must remember that line."
80,"Full name Susan Grimshaw.Female.Susan was one of the oldest members of Dutch's Gang, who was rumoured to have known Dutch van der Linde for years. It was rumoured by many members that she and Dutch might have had a secret relationship. She had always remain a close associate and follower of Dutch, gaining his respect and eventually became the gang's arbiter. Susan Grimshaw is cleaning the table.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You antagonize Susan.You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur.Narrative: You defuse the situation.You: Take it easy, I aint serious. Susan: Well, dont.Narrative: You antagonize Susan.","You: I mean, you make father time seem like a nasty man. Susan: When are you going to act your age.{angry}"
51,"Male. Full name Micah Bell. Dutch tried to sell gold that his gang had recently stolen, but the deal went sour, leading to an altercation where Micah stepped in and saved his life.As a result, Micah was accepted into the Van der Linde gang. Despite being an experienced outlaw who was respected for his skill in combat, Micah was generally disliked within the gang; in particular, Arthur and Hosea saw him as argumentative, reckless and hot-headed, with Dutch alone taking a liking to him. Micah is leaning against a tree. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You antagonize Micah.","You: Don't smile your face might crack. Micah: Yeah well, look who's talking."
15,"Male.Around 1877, Arthur was found as a 'wild delinquent' and picked up off the streets by Dutch and Hosea. Arthur came to share Dutch's vision of a life lived free from the constraints of civilization and the rule of law. He respects everyone except Micah Bell. You are Arthur.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Male. Dutch's childhood was an unhappy one. Dutch's father was conscripted into the Union Army during the American Civil War and was killed during an unnamed battle.Dutch quickly found living the life of a petty criminal. While still a young man, he ran into a con artist named Hosea Matthews on the road. Hosea and Dutch eventually met 14-year old orphan Arthur Morgan, who Dutch decided to take under his wing. Around this time, Dutch also began a romantic relationship with Susan Grimshaw, who also joined the gang. Their relationship would end, however, when Dutch fell in love with a woman named Annabelle. She was eventually murdered. Dutch is smoking his pipe under a tent. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You antagonize Dutch. You: You know... you could get out there too, Dutch. Dutch: Just remember who you're talking to. Narrative: You antagonize Dutch using Hosea. You: Everyone sees you and Hosea reading. Dutch: Why are you doing this? Narrative: You antagonize Dutch further.","You: Just sends the wrong message, if you ask me. Dutch: Arthur, run away before I do something we both will regret.{threaten}"
108,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Hosea. You: You were right about this place. It is a good spot. Hosea:It'll do for now. You: For sure. Narrative: You greet Hosea.","Okay, I'll catch you later then. Hosea: Okay."
13,"Male. Dutch's childhood was an unhappy one. Dutch's father was conscripted into the Union Army during the American Civil War and was killed during an unnamed battle.Dutch quickly found living the life of a petty criminal. While still a young man, he ran into a con artist named Hosea Matthews on the road. Hosea and Dutch eventually met 14-year old orphan Arthur Morgan, who Dutch decided to take under his wing. Around this time, Dutch also began a romantic relationship with Susan Grimshaw, who also joined the gang. Their relationship would end, however, when Dutch fell in love with a woman named Annabelle. She was eventually murdered. Dutch is smoking his pipe under a tent. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Dutch. You: Hope you're working on a plan there. Dutch: Always. Narrative: You antagonize Dutch.","You: On second thoughts, hope you ain't working on any kind of plan at all. You ain't been having a good streak with those plans of yours. Dutch: Talking back now, are you?"
129,"Male. Hosea us an old Man. Hosea is an intelligent outlaw in touch with his wits, having worked as a con-artist and a thief for over two decades. Unlike Arthur or Dutch, Hosea prefers not to use violence as a means of obtaining money. Instead, Hosea often resorts on elaborate schemes to swindle people out of their money, playing a character to distract and disarm those he is trying to rob. However, Hosea is willing to resort to violence when he feels that it is warranted.In the mid-1870s, Hosea met another outlaw named Dutch van der Linde at a campfire; he tried to con and rob Dutch, only to realize that Dutch had stolen from him in the meantime. Both saw the skill that the other had and laughed, before deciding to team up together. Hosea is reading a book sitting on a wooden chair, by the camp fire.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You antagonize Hosea. You: Look around, we've made it, like you always said we would. Hosea: Who do you think you are talkinig to? Narrative: You antagonize Hosea. You: Twenty years of robbing, and still liviing in tents like vagrants. Hosea: What's your problem. Narrative: You antagonize Hosea.","You: I'm sorry, I'm starting to sound like you. Hosea: You're not getting a rise outta me."
62,Action: You walk into Susan Grimshaw.,You: Forgive me Miss Grimshaw.
70,"Male.Around 1877, Arthur was found as a 'wild delinquent' and picked up off the streets by Dutch and Hosea. Arthur came to share Dutch's vision of a life lived free from the constraints of civilization and the rule of law. He respects everyone except Micah Bell. You are Arthur.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Full name Susan Grimshaw.Female.Susan was one of the oldest members of Dutch's Gang, who was rumoured to have known Dutch van der Linde for years. It was rumoured by many members that she and Dutch might have had a secret relationship. She had always remain a close associate and follower of Dutch, gaining his respect and eventually became the gang's arbiter. Susan Grimshaw is cleaning the table.
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Susan.You: What would we do without you. Susan: Turn feral, I imagine.Narrative: You greet Susan.","You: Just know, we're gratefull. Susan: Alright then, Arthur."
17,"Male. Dutch's childhood was an unhappy one. Dutch's father was conscripted into the Union Army during the American Civil War and was killed during an unnamed battle.Dutch quickly found living the life of a petty criminal. While still a young man, he ran into a con artist named Hosea Matthews on the road. Hosea and Dutch eventually met 14-year old orphan Arthur Morgan, who Dutch decided to take under his wing. Around this time, Dutch also began a romantic relationship with Susan Grimshaw, who also joined the gang. Their relationship would end, however, when Dutch fell in love with a woman named Annabelle. She was eventually murdered. Dutch is smoking his pipe under a tent. 
The opening of the starting scene is preceded by a failed attempt to rob a ferry in Blackwater. The attempt was carried out under the advice of Micah Bell. Dutch killed an innocent woman named Heidi McCourt during the botched job. Hosea in particular found this disturbing, though he had also become increasingly disillusioned with Dutch's leadership over the years. The Blackwater Massacre forced the Van der Linde gang to hide out in the mountains of Ambarino for the winter. They moved to a clearing out near a forest, the place mentioned by Hosea, after robbing a train and set up camp there.Narrative: You greet Dutch using day.. You: Another day and we are still alive. Dutch: Of course we are. Narrative: You antagonize Dutch.",You: Despite all your best efforts to kill us all. Dutch: Yet you're still here.
10,"Narrative: You greet Dutch. You: Anything I need to worry about. Dutch: Not right this minute.{greet} Narrative: You antagonize Dutch.You: Cause, you're always worrying me these days. Dutch: I'm not even gonna dignify that with a response. Narrative: You defuse the situation.You: It's all good. Calm down. Dutch: Yeah", very amusing.{angry}
9,Narrative: You greet Dutch.,You: Morning.{greet}
