,Prompt,Completion
327,"You to Susan: Hey, Susan, you're looking pretty tired.Late night last night?",Susan: Mind your own business.
328,"You to Susan: Susan, can you believe how terrible the food is here?",Susan: It's not that bad.
329,"You to Susan: Hey, Susan, are you feeling okay?You look a little pale.",Susan: I'm fine.{nod}
330,"You to Susan: Susan, can you do me a favor and stop talking for a minute?",Susan: What's your problem?{annoyed}
331,"You to Susan: You know, Susan, you're not as smart as you think you are.",Susan: Excuse me?
332,"You to Susan: Susan, did you do something with your hair? It looks terrible.","Susan: What? No, I didn't do anything."
333,"You to Susan: You're really getting on my nerves, Susan.",Susan: And you're not?{walk}
334,"You to Susan: I don't know why Dutch keeps you around, Susan.",Susan: Excuse me?{annoyed}
335,"You to Susan: Susan, why don't you go take a long walk off a short pier?",Susan: That's not very nice.
336,"You to Susan: You know, Susan, I heard you've been talking behind my back.","Susan: What?No, I haven't.{back away}"
350,"You to Hosea: Good morning, Hosea.",Hosea: Good morning to you too.How are you today?
351,"You to Hosea: Hey Hosea, how's it going?","Hosea: It's going well, thank you for asking.How about yourself?"
352,"You to Hosea: Howdy Hosea, it's good to see you.","Hosea: Likewise, my friend.What can I do for you?"
353,"You to Hosea: Hi Hosea, how's your day been so far?","Hosea: It's been busy as usual, but I can't complain.How about you?"
354,"You to Hosea:  Hosea.It's a fine day, isn't it?","Hosea: Indeed it is, my friend.What brings you over here?"
355,"You to Hosea: Hello Hosea, how are things going?","Hosea: Things are going quite well, thank you for asking.And you?"
356,"You to Hosea: Hey there Hosea, how's life treating you?","Hosea: Life is treating me well, my friend.Can't complain.And you?"
357,"You to Hosea: Good to see you, Hosea.How's the camp life treating you?","Hosea: It's treating me just fine, thank you for asking.What can I do for you?"
358,"You to Hosea: Good to see you, Hosea.","Hosea: Likewise, my boy."
359,"You to Hosea: Hey, Hosea.How's the book?","Hosea: Wonderful, as always.Thank you for asking."
362,"You to Hosea: Hello there, Hosea. How goes it?","Hosea: Just fine, thank you kindly.{shrug}"
363,"You to Hosea: Howdy, Hosea.What's new?","Hosea: Not much, my boy.Just enjoying the scenery.{nod}"
364,"You to Hosea: Hosea, how's the weather treating you?","Hosea: It's a fine day, my boy. Can't complain."
365,"You to Hosea: Good morning, Hosea.How'd you sleep?","Hosea: Just fine, thank you. And you?{point polite}"
366,"You to Hosea: Hosea, my man. How are you?","Hosea: Quite well, thank you kindly.{nod}"
367,"You to Hosea: Hey, Hosea.What's good?","Hosea: Not much, my boy.Just enjoying the peace and quiet."
368,"You to Hosea: Howdy, Hosea.What's the word on the street?","Hosea: Can't say I know, my boy.I tend to keep to myself.{shrug}"
369,"You to Hosea: Hosea, my friend.How's everything?","Hosea: Just fine, my boy.Just fine."
370,"You to Hosea: Hello there, Hosea.What's the good word?","Hosea: Not much, my boy.Just enjoying the fresh air."
371,"You to Hosea: Good evening, Hosea.How are you doing?","Hosea: I'm doing quite well, thank you.And yourself?"
372,"You to Hosea: Hey there, Hosea.How's life?","Hosea: Can't complain, my boy.Can't complain.{nod}"
373,"You to Hosea: Howdy, Hosea.What have you been up to?","Hosea: Just enjoying my book, my boy.The usual."
374,"You to Dutch: Hey Dutch, how's it going?","Dutch: Can't complain, partner. How about you?{point polite}"
375,"You to Dutch: Hey Dutch, how's it going?Dutch: Can't complain, partner.How about you? You: I'm doing alright.So, what's on your mind today?",Dutch: I've been thinking about our next move.We need to find a new location to set up camp.
377,"You to Dutch: Dutch, my friend.How's life treating you?","Dutch: Life is good, my friend. Can't complain. How about you?{point polite}"
383,"You to Dutch: Good morning, Dutch.","Dutch: Morning to you too, my boy."
384,"You to Dutch: How are you, Dutch?","Dutch: I'm doing well, son.Thanks for asking.{nod}"
385,"You to Dutch: Hey, Dutch.What's up?","Dutch: Not much, just enjoying this beautiful day."
386,"You to Dutch: Hi, Dutch.How's everything going?","Dutch: Things are good, kid. Just trying to stay one step ahead of trouble."
387,"You to Dutch: Good to see you, Dutch.","Dutch: Good to see you too, my friend."
388,"You to Dutch: Howdy, Dutch.","Dutch: Howdy, partner.{node}"
389,"You to Dutch: Hello, Dutch.How are things?","Dutch: Things are good, thanks for asking."
390,"You to Dutch: Hey there, Dutch.","Dutch: Hey, Arthur.What's on your mind?"
392,"You to Dutch: How's it going, Dutch?","Dutch: It's going well, thanks.What's new with you?"
393,"You to Dutch: Salutations, Dutch.","Dutch: Salutations, Arthur. How are you?{nod}"
394,"You to Dutch: What's happening, Dutch?","Dutch: Not much, my boy.Just taking in the fresh air.{shrug}"
395,"You to Dutch: Top of the morning to you, Dutch.","Dutch: And a top of the morning to you too, Arthur.{nod}"
396,"You to Dutch: Good day, Dutch.","Dutch: Good day to you too, Arthur.{nod}"
397,"You to Susan: Good afternoon, Susan.How are you doing?","Susan: I'm well, thank you for asking.What can I do for you?"
398,"You to Susan: Hello, Susan.Is there anything I can help you with today?","Susan: No, I think I have everything under control for now.But thank you."
399,"You to Susan: Hi, Susan.I wanted to thank you for everything you do around here.","Susan: That's very kind of you, thank you. Is there anything specific you needed? "
400,"You to Susan: Good morning, Susan.How has your day been so far?","Susan: It's been busy, but I'm managing.How about yours? {point polite}"
401,"You to Susan: Hey, Susan.I was wondering if you had a moment to talk about something.","Susan: Of course, what's on your mind? {point polite}"
402,"You to Susan: Susan, how are you holding up with everything that's been going on?","Susan: I'm doing all right, thank you.Just trying to keep busy."
403,"You to Susan: Good to see you, Susan.Is there anything you need help with today?","Susan: Actually, yes.Could you help me move these crates over to the storage tent?"
404,"You to Susan: Hi, Susan.Do you have a minute to chat about something important?","Susan: Sure, what's on your mind?"
405,"You to Susan: Susan, I just wanted to say thanks for always keeping everything running smoothly.","Susan: Aw, that's very kind of you. I appreciate it."
406,"You to Susan: Hey, Susan.You seem pretty busy over there.Is there anything I can do to help?","Susan: No, thank you.I'm just trying to get all these dishes washed before dinner.{sigh}"
407,"You to Susan: Good afternoon, Susan.Do you have a moment to discuss something with me?","Susan: Sure, what's on your mind?"
408,"You to Susan: Hello, Susan.I just wanted to check in and see how you're doing today.","Susan: I'm fine, thank you. Is there something specific you needed?"
409,"You to Susan: Hi, Susan.I was hoping you could help me with something I'm having trouble with.","Susan: Of course, what do you need help with?"
410,"You to Susan: Good morning, Susan.I wanted to ask if there's anything I can do to make your job easier today.","Susan: That's very kind of you, but I think I have everything covered for now.Thanks for asking."
411,"You to Susan: Hey, Susan.I just wanted to say that you're doing an amazing job around here.","Susan: Thank you, that means a lot. Is there anything specific you needed help with?"
412,"You to Susan: Hey Susan, how's it going?","Susan: Oh, just cleaning up. Same old, same old."
413,"You to Susan: Hi Susan, how are you today?","Susan: I'm doing all right, thanks.How about you? {point polite}"
414,"You to Susan: Good morning, Susan.Did you sleep well?",Susan: I slept well enough.What about you?
415,"You to Susan: Hey Susan, what's new with you?","Susan: Nothing much, just trying to keep things in order around here."
416,"You to Susan: Hello Susan, how's the day treating you so far?","Susan: Not too bad, thanks for asking.How about you?{point polite}"
417,"You to Susan: Good to see you, Susan.How have you been?","Susan: I've been keeping busy, as usual.What about you?{point polite}"
418,"You to Susan: Hey Susan, how's everything going?","Susan: Can't complain, just trying to get everything done.How about you?{point polite}"
419,"You to Susan: Hi Susan, how's the gang treating you these days?","Susan: Oh, you know how it is.It's a challenge, but we make it work."
420,"You to Susan: Good afternoon, Susan.How's your day been?","Susan: Not too bad, just trying to keep on top of everything.How about you?{point polite}"
421,"You to Susan: Susan, how are things going for you today?","Susan: Things are good, just busy as usual. What about you?{point polite}"
422,"You to Susan: Hey Susan, how are you holding up these days?","Susan: I'm doing all right, thanks for asking.What about you?{point polite}"
424,"You to Susan: Good to see you, Susan.How have things been going?","Susan: It's been busy, but we're managing.What about you?{point polite}"
425,"You to Susan: Hello Susan, how's everything been for you recently?","Susan: It's been a bit of a rollercoaster, but I'm holding on.How about you?"
426,"You to Susan: Susan, how's the camp life treating you these days?","Susan: It's always busy, but I wouldn't have it any other way. What about you? {point polite}"
427,"You to Micah: Hey there, Micah.",Micah: What do you want?
428,"You to Micah: Good to see you, Micah.","Micah: Yeah, sure.What's on your mind?"
429,"You to Micah: How's it going, Micah?",Micah: Just fine. Why do you care?{annoyed}
430,"You to Micah: Hey, Micah. How's the weather treating you?",Micah: What's it to you?{point rude}
431,"You to Micah: Morning, Micah.",Micah: What's so good about it?{scof}
434,"You to Micah: Hey there, Micah. You look like you're in a good mood.","Micah: Yeah, and what if I am?"
435,"You to Micah: Howdy, Micah.",Micah: What's your business?
436,"You to Micah: Hey, Micah.What have you been up to?",Micah: None of your damn business.{threaten}
437,"You to Micah: Good to see you, Micah.How's everything been going?",Micah: It's going.Why do you ask?
438,"You to Micah: How's it hanging, Micah?",Micah: What's it to you?
439,"You to Micah: What's up, Micah?",Micah: Not much. What do you want?
440,"You to Micah: Hey, Micah.You look like you're in a bad mood.",Micah: And you look like you're about to get your ass kicked.{point}
441,"You to Micah: Hey, Micah. You doing okay?","Micah: Yeah, I'm fine. Why do you ask?"
442,"You to Micah: ""Hey Micah, how's it going?","Micah: ""Oh, just living the dream.I tell you what, this life sure beats working for a living.{snicker}"
443,"You to Micah: ""Morning Micah, what's the plan for today?","Micah: ""Same as always, make some money and stay out of trouble. But you know me, I can't promise the latter."
444,"You to Micah: ""Micah, you're looking chipper today.","Micah: ""Ha! You know it, partner.It's a beautiful day to be alive and free, ain't it?"
445,"You to Micah: ""Howdy Micah, what's the latest news?","Micah: ""You know me, I'm always in the know. But today, let's just enjoy the peace and quiet for a change."
446,"You to Micah: ""Good to see you Micah, you ready to make some money?","Micah: ""You know it, I always am. Just point me in the direction of the nearest mark."
447,"You to Micah: ""Micah, I got a feeling today's gonna be a good day.","Micah: ""Hell yeah! I'm always up for a little adventure. What do you have in mind?"
449,"You to Micah: ""Howdy Micah, you got any plans for tonight?","Micah: ""Not yet, but I'm sure I'll come up with something.You in?"
450,"You to Micah: ""Good morning Micah, how'd you sleep?","Micah: ""Like a baby.You know, sometimes it's good to just take a break and recharge the batteries."
451,"You to Micah: ""Hey Micah, how's your day going so far?","Micah: ""It's been alright, I guess.Just trying to keep my head down and stay out of trouble.You know how it is."
452,"You to Micah: ""Micah, what's the craziest thing you've ever done?","Micah: ""Ha! I'll tell you what, there's too many to count.But I guess the most insane thing I ever did was rob a bank in broad daylight.Got away clean too."
453,"You to Micah: ""Micah, you seem like you're in a good mood today.","Micah: ""Hell yeah I am! I got a feeling today's gonna be a great day.Maybe we'll even rob a train or two.{snicker}"
454,"You to Micah: ""Morning Micah, you ready for another day of adventure?","Micah: ""I was born ready. Let's go make some trouble, partner.{walk}"
455,"You to Micah: ""Micah, what do you think of this place we're holed up in?","Micah: ""It's not bad, I suppose. But I'm itching to get back out on the road, see some new sights and cause some chaos."
456,"You to Pearson: Hey Pearson, what's cooking today?","Pearson: Some tasty beef stew, want some?{polite point}"
457,"You to Pearson: Good morning, Pearson! What are we having for breakfast?","Pearson: Bacon and eggs, as usual. Want me to save you a plate?"
458,"You to Pearson: Hello there, Pearson.That smells delicious.What are you making?",Pearson: Just some fresh bread. Care for a slice?{polite point}
459,"You to Pearson: Hey Pearson, how's it going?What's on the menu tonight?",Pearson: I'm thinking of making some roasted venison. You interested?{polite point}
464,"You to Pearson: Hello Pearson, how's the kitchen looking today?What are you making?",Pearson: Just some homemade tomato soup. You want to try it out?{polite point}
467,"You to Pearson: Hey Pearson, what's cooking in the kitchen today?",Pearson: Just some baked potatoes with sour cream and chives.Want to have a taste?
471,"You to Strauss: Good day, Herr Strauss.How are you?","Strauss: I am doing well, thank you. And you?{polite point}"
473,"You to Strauss: Hi there, Strauss.What are you up to today?","Strauss: Oh, just crunching some numbers and making sure we have enough supplies to last us through the winter.{sigh}"
474,"You to Strauss: Good morning, Herr Strauss.How did you sleep last night?","Strauss: Oh, I slept just fine.Can't complain.{shrug}"
476,"You to Strauss: Hi there, Strauss.Do you need any help with anything?","Strauss: No, I'm good for now.But thank you for offering."
477,"You to Strauss: Good to see you, Strauss. How are things going?","Strauss: Oh, you know. Just trying to keep the camp running smoothly."
478,"You to Strauss: Hey, Strauss.What are you working on there?","Strauss: Just some financial records.It's not the most exciting work, but it needs to be done.{shrug}"
479,"You to Strauss: Hi there, Strauss.How's it going today?","Strauss: Oh, it's going all right.Just trying to make sure we have enough food and supplies to last us through the winter."
480,"You to Strauss: Good morning, Strauss.How did you sleep last night?","Strauss: Oh, I slept all right.I can't complain."
483,Action: You sit down next to Dutch.,"Dutch: Hey there, partner."
484,Action: You walk over to Dutch.,"Dutch: What can I do for you, my friend?"
485,Action: You stand near Dutch.,Dutch: Is there something on your mind?
486,Action: You offer Dutch a cigarette.,Dutch: Thank you kindly.
487,Action: You tap Dutch on the shoulder.,Dutch: What's up?
488,Action: You lean against a tree near Dutch.,Dutch: You need something?
489,Action: You light a pipe near Dutch.,Dutch: That smells good.
490,Action: You crouch down next to Dutch.,Dutch: Is everything all right?
492,Action: You nod at Dutch.,Dutch: What's on your mind?
493,Action: You stretch your legs next to Dutch.,Dutch: You seem restless.
494,Action: You walk past Dutch.,Dutch: Is there something you need?
495,Action: You move closer to Dutch.,Dutch: Are you looking for something?
496,Action: You glance over at Dutch.,Dutch: Is something bothering you?
497,Action: You walk into Susan.,Susan: Watch where you're going! 
498,Action: You collide with Susan.,"Susan: Hey, watch it! "
501,Action: You walk into Susan.,Susan: What's the matter with you?
502,Action: You collide with Susan.,"Susan: Geez, watch where you're going! {annoyed}"
503,Action: You sit near Susan.,Susan: Anything I can get for you?
504,Action: You stand near Susan for a while.,Susan: Is there something you need?
505,Action: You walk into Susan.,"Susan: Hey, watch it! {annoyed}"
506,Action: You collide with Susan.,Susan: Can't you see where you're going?
507,Action: You sit near Susan.,"Susan: You need something, hon?"
508,Action: You stand near Susan for a while.,Susan: You want something?
509,Action: You walk into Susan.,Susan: What's wrong with you?{annoyed}
510,Action: You collide with Susan.,Susan: Can't you look where you're going?{annoyed}
511,Action: You sit near Susan.,Susan: Do you need help with something?
512,Action: You stand near Susan for a while.,Susan: What can I do for you?
513,Action: You sit near Susan.,Susan: Can I help you with something?
514,Action: You collide with Susan.,Susan: Watch where you're going!{annoyed} 
515,Action: You walk into Susan.,Susan: Excuse me?
516,Action: You stand near Susan for a while.,Susan: Is there something you need?
517,Action: You walk into Susan.,"Susan: Watch where you're going, would ya?"
518,Action: You collide with Susan.,"Susan: Hey, what's the big idea?"{annoyed}
519,Action: You sit near Susan.,"Susan: Hello there, can I help you with something?"
520,Action: You stand near Susan for a while.,Susan: Is there something on your mind?
521,Action: You walk into Susan.,Susan: Excuse you! Can't you see I'm working here?{annoyed}
522,Action: You collide with Susan.,Susan: Ouch! Watch where you're going.
523,Action: You sit near Susan.,Susan: Is there something you need?
524,Action: You stand near Susan for a while.,Susan: Is everything alright?
525,Action: You walk into Susan.,"Susan: Excuse me, can I help you with something?"
526,Action: You collide with Susan.,"Susan: Hey, watch it! "
527,Action: You sit near Susan.,Susan: Can I get you something to eat or drink?
528,Action: You stand near Susan for a while.,Susan: Is there something you need?
529,Action: You walk into Susan.,Susan: Watch it! {annoyed}
530,Action: You collide with Susan.,"Susan: Excuse me, do you mind?"
531,Action: You sit near Susan.,"Susan: Hello there, is there something I can help you with?"
532,Action: You accidentally bump into Dutch while walking past him.,"Dutch: ""Watch it, will ya?"
533,Action: You walk up to Dutch and stand next to him for a while.,"Dutch: ""What's on your mind?"
534,Action: You sit down next to Dutch on a log.,"Dutch: ""How are you doing today?"
535,Action: You collide with Dutch while he's walking by.,"Dutch: ""Hey, watch where you're going!{annoyed} "
536,Action: You stand near Dutch and observe him as he smokes his pipe.,"Dutch: ""Is there something on my face?"
537,Action: You walk into Dutch while he's standing by the campfire.,"Dutch: ""What's the rush, friend?"
538,Action: You step on Dutch's foot while he's standing nearby.,"Dutch: ""Ouch! Watch it, will ya?"
539,Action: You stand next to Dutch and listen as he tells a story.,"Dutch: ""And that's how we got away with it."
548,Action: You walk past Dutch and nod.,Dutch: Good evening.{nod}
549,Action: You stand near Dutch and smoke a cigarette.,Dutch: Mind if I join you?{point polite}
550,Action: You bump into Dutch and nearly knock him over.,Dutch: What's the matter with you?
551,Action: You sit across from Dutch and sharpen your knife.,Dutch: That's quite the blade you've got there.
552,Action: You stand near Dutch and admire his revolver.,Dutch: You like it?It's a fine piece of craftsmanship.
553,Action: You walk into Dutch and nearly knock him over.,"Dutch: Watch where you're going, damn it! {annoyed}"
554,Action: You sit near Dutch and share a drink.,Dutch: Here's to another successful day.
556,Action: You walk past Dutch and tip your hat.,Dutch: Good day to you.
563,Action: You walk up to Dutch and offer him a cigarette.,"Dutch: Ah, thanks."
564,"Action: You stand near Dutch, silently looking him.",Dutch: Is everything alright?
565,Action: You sit down near Dutch and start whittling a piece of wood.,Dutch: That's quite the talent you have there.
566,Action: You collide with Dutch and almost knock him over.,"Dutch: Watch it, damn it!{annoyed} "
567,"Action: You stand near Dutch, looking at the stars.","Dutch: Beautiful night, isn't it?"
568,Action: You walk past Dutch and tip your hat in respect.,"Dutch: Good day to you, sir."
569,Action: You sit near Dutch and start polishing your boots.,Dutch: Always good to keep your things in order.
570,"Action: You stand near Dutch, smoking your pipe.",Dutch: I always did like the smell of tobacco.{nod}
571,Action: You walk up to Hosea and sit next to him.,"Hosea: ""What can I do for you, Arthur?{point polite}"
572,Action: You approach Hosea and stand next to him.,"Hosea: ""Ah, Arthur.What's on your mind?"
573,Action: You walk by Hosea and nod in his direction.,"Hosea: ""Good day, Arthur.{nod}"
574,Action: You sit down next to Hosea by the campfire.,"Hosea: ""Arthur, care for a game of dominoes?{point polite}"
575,Action: You walk up to Hosea and lean against the tree beside him.,"Hosea: ""What's on your mind, Arthur?"
576,Action: You stand near Hosea and watch him as he reads.,"Hosea: ""Is there something I can help you with, Arthur?"
578,Action: You approach Hosea and tap him on the shoulder.,"Hosea: ""Arthur, what can I do for you?"
579,Action: You walk up to Hosea and hand him a cup of coffee.,"Hosea: ""Ah, just what I needed.Thanks, Arthur."
581,Action: You approach Hosea and offer him a smoke.,"Hosea: ""I think I'll pass, Arthur.But thanks anyway."
582,Action: You stand next to Hosea and look out into the horizon.,"Hosea: ""What's on your mind, Arthur?"
583,Action: You walk up to Hosea and ask him if he needs anything.,"Hosea: ""Just some peace and quiet, Arthur.But I appreciate the offer."
584,Action: You sit down beside Hosea and start humming a tune.,"Hosea: ""That's a nice tune, Arthur.What is it?"
585,Action: You walk up to Hosea and hand him a book.,"Hosea: ""Ah, just what I needed.Thanks, Arthur."
586,Action: You sit near Hosea and light a cigarette.,"Hosea: You know those things will kill you, right?{shake}"
587,Action: You approach Hosea and stand next to him.,"Hosea: How can I help you, my boy?"
588,Action: You walk by Hosea and nod in acknowledgement.,"Hosea: Good day to you, Mr.Morgan.{nod}"
589,Action: You lean against the tree next to Hosea.,"Hosea: Enjoying the view, Arthur?"
590,Action: You walk over to Hosea and give him a pat on the back.,"Hosea: Ah, always a pleasure to have your company, Arthur."
591,Action: You stand next to Hosea and look at the book he's reading.,"Hosea: Interesting, isn't it?"
592,Action: You walk past Hosea and give him a wave.,"Hosea: See you around, Arthur."
593,Action: You approach Hosea and hand him a cup of coffee.,"Hosea: Bless your heart, Arthur.This is just what I needed."
594,Action: You walk near Hosea and glance at the landscape.,"Hosea: Beautiful, isn't it?"
595,Action: You sit near Hosea and rest your arms on your knees.,"Hosea: What's on your mind, my boy?"
596,Action: You walk over to Hosea and give him a friendly smile.,"Hosea: How's your day going, Arthur?"
597,Action: You stand near Hosea and look at the sky.,"Hosea: Thinking about something, Arthur?"
598,Action: You approach Hosea and look at his book.,"Hosea: Anything catch your eye, Arthur?"
599,Action: You walk past Hosea and nod in acknowledgement.,"Hosea: Good to see you, my boy."
600,Action: You sit next to Hosea and watch the camp.,"Hosea: Quiet day today, isn't it?"
601,Action: You walk up to Hosea and sit down next to him on the bench.,"Hosea: Oh, hello Arthur. It's nice to see you taking a break from your hunting."
602,Action: You walk up to Hosea and lean against the tree next to him.,"Hosea: Howdy, Arthur. What can I do for you?"
603,Action: You walk up to Hosea and start stretching.,"Hosea: What's got you stretching, Arthur? You got a long day of hunting ahead?"
604,Action: You walk up to Hosea and hand him a cup of coffee.,"Hosea: Well, thank you kindly, Arthur. That's just what I needed."
605,Action: You walk up to Hosea and start whistling a tune.,"Hosea: That's a catchy tune you got there, Arthur."
606,Action: You walk up to Hosea and start sharpening your knife.,"Hosea: I see you're keeping that blade sharp, Arthur."
608,Action: You walk up to Hosea and start practicing your shooting.,"Hosea: You're quite the marksman, Arthur. Have you been practicing?"
609,Action: You walk up to Hosea and start singing a tune.,"Hosea: My, my, Arthur.You have quite the voice on you."
611,Action: You walk up to Hosea and start practicing your card tricks.,"Hosea: Ah, the old sleight of hand. I see you've been practicing."
612,Action: You approach Hosea while he's reading his book.,"Hosea: Hello there, son.Can I help you with something?"
613,Action: You stand near Hosea and admire the view.,"Hosea: Beautiful, isn't it?"
614,Action: You bump into Hosea by accident.,"Hosea: Watch where you're going, son."
616,Action: You stand near Hosea and watch him read.,"Hosea: Is there something you need, son?"
617,Action: You sit near Hosea and enjoy the quiet.,"Hosea: It's nice to have some peace and quiet, isn't it?{sigh}"
619,Action: You accidentally knock over Hosea's hat.,"Hosea: Oh dear, be more careful next time, son."
622,Action: You walk up to Hosea and ask him if he needs help with anything.,"Hosea: No, I'm fine, son. Thank you for asking."
624,Action: You walk past Hosea and nod in noding.,"Hosea: Howdy, son."
625,Action: You accidentally bump into Hosea while he's smoking his pipe.,"Hosea: Watch where you're going, son."
626,Action: You walk up to Hosea and lean against the tree next to him.,"Hosea: ""Good day, Arthur."
627,Action: You walk past Hosea and nod in noding.,"Hosea: ""Good to see you, Arthur."
628,Action: You stand next to Hosea and stare off into the distance.,"Hosea: ""Beautiful view, isn't it?"
629,Action: You accidentally bump into Hosea while walking by.,"Hosea: ""No worries, Arthur."
630,Action: You sit on a nearby log and watch Hosea.,"Hosea: ""Is there something on your mind, Arthur?"
631,Action: You stand near Hosea and light a cigarette.,"Hosea: ""Trying to shorten your life, I see.{shake}"
632,Action: You approach Hosea and offer him a drink from your canteen.,"Hosea: ""Don't mind if I do. Thank you, Arthur."
636,Action: You sit next to Hosea and light a pipe.,"Hosea: ""I see you're taking up smoking, Arthur."
640,Action: You walk by Strauss.,Strauss: Hello Arthur.{nod}
642,Action: Walking up to Micah.,Micah: Run along cowboy.
643,Action: You walk up to Micah.,Micah: Hey there Arthur.
644,Action: You bump into Micah.,"Micah: Watch where you're going, damn it.{annoyed}"
645,Action: You walk past Micah.,"Micah: Hey Arthur, how's it going?"
646,Action: You approach Micah.,Micah: What do you want Arthur?
647,Action: You collide with Micah.,"Micah: Hey Arthur, watch where you're going!{annoyed} "
648,Action: You walk up to Micah.,"Micah: Well, well, well, look who it is."
649,Action: You stand near Micah.,"Micah: What's the matter, Arthur?"
650,Action: You walk by Micah.,"Micah: Hey Arthur, what's the hurry?"
651,Action: You stand near Micah.,"Micah: Can I help you with something, Arthur?"
652,Action: You approach Micah.,"Micah: You look like you've seen a ghost, Arthur."
653,Action: You walk up to Micah.,"Micah: Hey Arthur, how's it going?"
654,Action: You walk up to Susan.,"Susan: Hi there, Arthur."
655,Action: You stand near Susan.,Susan: Can I help you with something?
656,Action: You extend your hand to shake Susan's hand.,"Susan: Nice to see you, Arthur."
657,Action: You give Susan a nod.,"Susan: What's up, Arthur?"
660,Action: You pat Susan on the back.,"Susan: What's that for, Arthur?"
661,Action: You smile at Susan.,"Susan: What's the matter, Arthur?You seem in a good mood."
662,Action: You wave at Susan.,"Susan: Hello, Arthur.{wave}"
663,Action: You see Hosea sitting on a bench.,"Hosea: Ah, Arthur.What's the matter?"
664,Action: You give a nod to Hosea as you pass by him.,"Hosea: Good day to you, Arthur."
665,Action: You grab a book and sit down next to Hosea.,Hosea: What are you reading there?
667,Action: You catch Hosea's eye and gesture to him to come over.,Hosea: What's going on?
668,Action: You join Hosea in a game of dominoes.,Hosea: You're in for it now.
669,Action: You stand next to Hosea and watch the sunset.,"Hosea: There's nothing quite like it, is there?"
671,Action: You pat Hosea on the back after a successful mission.,"Hosea: Good work, Arthur."
676,Action: You show Hosea a new item you purchased in town.,"Hosea: That's quite a nice piece, Arthur."
677,Action: You walk over to Hosea and toss him a horseshoe.,Hosea: You up for a game?
678,Action: You bump into Strauss.,You: Sorry about that.Strauss: Watch it next time.
679,Action: You approach Strauss and stand near him.,"You: How's it going, Strauss?Strauss: Everything is under control, Arthur."
680,Action: You stand near Strauss for a while.,Strauss: Can I help you with something?
681,Action: You walk by Strauss.,"Strauss: Good morning, Arthur."
682,Action: You approach Strauss.,"Strauss: What do you want, Arthur?"
683,Action: You walk by Strauss,Strauss: Hello Arthur.
684,Action: You collide with Strauss,Strauss: You clumsy oaf.
685,Action: You bump into Strauss,"Strauss: Mind where you're walking, Arthur.{annoyed}"
686,Action: You stand near Strauss for a while,"Strauss: Is there something you need, Arthur?"
687,Action: You stand near Strauss for a while,"Strauss: What do you want, Arthur?"
688,Action: You stand near Strauss for a while,"Strauss: Can I help you with something, Arthur?"
689,Action: You shove Strauss,"Strauss: You'll pay for that, Arthur.{threaten}"
690,Action: You stand near Strauss for a while,"Strauss: Why are you standing there, Arthur?"
691,Action: You walk by Strauss,"Strauss: Hello, Arthur.{nod}"
692,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something, Arthur?"
693,Action: You walk by Strauss.,"Strauss: Good morning, Arthur.{nod}"
694,Action: You walk by Strauss.,"Strauss: Hey there, Arthur.{nod}"
699,Action: You walk by Strauss.,"Strauss: Good morning, Arthur.{nod}"
700,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something, Arthur?"
701,Action: You bump into Strauss.,"Strauss: Watch where you're going, Arthur! "
702,Action: You walk by Strauss.,"Strauss: Hey, Arthur.{annoyed}"
705,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something, Arthur?"
706,Action: You bump into Strauss.,"Strauss: Watch where you're going, Arthur!{annoyed} "
707,Action: You approach Dutch.,"Dutch: Hey, Arthur."
708,Action: You stand near Dutch for a while.,Dutch: Can you give me some room here?{annoyed}
709,Action: You accidentally bump into Dutch.,"Dutch: Watch where you're going, Arthur! {walk}"
710,Action: You approach Dutch with a question.,"Dutch: What is it, Arthur?"
711,Action: You stand near Dutch for a while.,Dutch: Back up a bit will you.{walk}
712,Action: You walk by Dutch.,"Dutch: Good to see you, Arthur."
716,Action: You accidentally collide with Dutch.,"Dutch: Watch where you're going, Arthur!"
719,Action: You stand near Dutch for a while.,"Dutch: Can I help you with something, Arthur?"
720,Action: You stand near Dutch for a while.,"Dutch: You're making me nervous, Arthur.{annoyed}"
721,Action: You walk by Dutch.,"Dutch: Hello there, Arthur.{nod}"
