,Prompt,Completion
319,"You to Pearson: I wouldn't feed this to my dog, Pearson. ","Pearson: If you don't like it, you can find your own damn food."
320,"You to Pearson: You're not fit to cook for a rat, Pearson. ",Pearson: And you're not fit to shine my shoes.
321,"You to Pearson: You're not a real cook, Pearson. You're just a glorified butcher. ","Pearson: If you want to eat, you'll shut your mouth and be grateful for what you have."
322,"You to Pearson: You're getting fatter every day, Pearson. ","Pearson: Maybe I am, but at least I can cook. "
323,"You to Pearson: You smell like rotten meat, Pearson. ","Pearson: Better than smelling like a horse's ass. "
324,"You to Pearson: You're getting slow in your old age, Pearson. ",Pearson: At least I can still cook a mean stew. 
325,"You to Pearson: You're nothing but a glorified butcher, Pearson. ",Pearson: I'm the best damn cook in this camp. 
326,"You to Pearson: You're looking pretty worn out these days, Pearson. ",Pearson: And you're looking pretty dumb as always. 
327,"You to Pearson: You're a pathetic excuse for a man, Pearson. ","Pearson: And you're a worthless piece of shit, Arthur. "
328,"You to Pearson: You're a lousy cook, Pearson. ","Pearson: Is that right? "
329,"You to Pearson: You're getting slow, Pearson. Maybe it's time to retire. ","Pearson: You're one to talk, always running around like a chicken with its head cut off. "
330,"You to Pearson: You're nothing but dead weight around here, Pearson. ","Pearson: And you're nothing but a troublemaker, Arthur. "
331,"You to Pearson: You're a useless lump, Pearson. ",Pearson: And you're a waste of space. 
332,"You to Dutch: What kind of leader are you, Dutch? You're taking us all down with you. ","Dutch: Oh, I see. I suppose you think you could do better? "
333,"You to Dutch: Why do you always have to be so damn reckless, Dutch? ","Dutch: Reckless? I'm just trying to keep this gang alive."
334,"You to Dutch: You know, Dutch, sometimes I wonder if you really care about any of us. ",Dutch: What are you talking about? Of course I care. 
335,"You to Dutch: Dutch, your arrogance is going to be the death of us all. ","Dutch: Arrogance? I'm just confident in my abilities."
336,"You to Dutch: Dutch, you're just using us all to fulfill your own desires. ","Dutch: I don't know what you're talking about. "
337,"You to Dutch: You're leading us all down a dark path, Dutch. ","Dutch: Sometimes you have to do bad things to survive. You: And sometimes you just enjoy doing bad things, don't you?"
338,"You to Dutch: You're always so quick to make decisions without thinking them through, Dutch. ",Dutch: I have to make quick decisions to keep us all alive. You: But it's those quick decisions that are going to get us all killed.
339,"You to Dutch: You're a coward, Dutch. You're too afraid to face the consequences of your actions. ",Dutch: I'm not a coward. I'm just trying to keep everyone safe. You: By running away and hiding? That's not keeping anyone safe.
340,"You to Dutch: You're a liar, Dutch. You're always promising us things you can't deliver. ",Dutch: I never make promises I can't keep. You: Oh really? Then where's our freedom? Where's our new life?
341,"You to Dutch: You know, Dutch, sometimes I think you're the biggest threat to this gang. ",Dutch: Me? How can you say that? You: Your ego and your need for power are going to be our downfall.
342,"You to Dutch: You're a hypocrite, Dutch. You preach about loyalty and family, but you don't practice what you preach. ","Dutch: What are you talking about? I'm the most loyal one here. You: You're loyal to your own desires, not to anyone else."
343,"You to Susan: You know, Susan, I don't think you're as indispensable as you seem to think you are. ","Susan: Is that so? You: Yeah, I mean, what exactly do you bring to the table besides your ability to keep Dutch's bed warm? Susan: You're entitled to your opinion."
344,"You to Susan: I can't help but notice how you always seem to be up Dutch's ass, Susan. ","Susan: Is that supposed to bother me? You: No, it's just amusing to watch you grovel for his attention."
345,"You to Susan: Hey, Susan, I hear you and Dutch used to be a thing. What happened, did he finally wise up to your nagging? ","Susan: Don't even try it, Arthur."
346,"You to Susan: You know, Susan, for someone who's supposed to be so tough, you sure do whine a lot. ","Susan: Excuse me? You: I mean, I've heard toddlers with more backbone than you."
347,"You to Susan: Susan, do you ever get tired of being Dutch's little lapdog? ","Susan: Why do you say that? You: I don't know, maybe because you follow him around like a lost puppy."
348,"You to Susan: You really think you're irreplaceable, don't you, Susan? ","Susan: I know my worth. You: Yeah, your worth as a glorified housekeeper."
349,"You to Susan: Susan, do you ever stop to think about how pathetic it is that you're always trying to prove yourself to Dutch? ",Susan: I don't know what you're talking about. You: Sure you don't. I bet you dream about him every night.
350,"You to Susan: You know, Susan, sometimes I wonder if Dutch keeps you around just to make himself feel better. ","Susan: What's that supposed to mean? You: I mean, you're the epitome of mediocrity."
351,"You to Susan: Hey, Susan, did you hear the one about the woman who thinks she's important but is really just a glorified maid? ",Susan: You're not funny. You: I'm not trying to be.
352,"You to Susan: You know, Susan, sometimes I wonder what Dutch sees in you. ",Susan: Why don't you ask him? You: Maybe I will. Maybe I'll ask him if he enjoys being with someone so desperate for his attention.
353,"You to Susan: Susan, it's pretty obvious that you're just a means to an end for Dutch. ","Susan: And what end is that? You: I don't know, maybe just to have someone around who will do whatever he says without question."
354,"You to Susan: Hey, Susan, do you ever get tired of cleaning up after Dutch and the boys? ","Susan: Someone has to do it. You: Yeah, and that someone is you. What a life."
355,"You to Susan: Get out of my way, Susan. ","Susan: Excuse me? You: You heard me, move it."
356,"You to Susan: Why are you always in such a foul mood, Susan? ","Susan: What are you talking about? You: You're always so grumpy, it's no wonder no one wants to be around you."
357,"You to Susan: Can't you see I'm trying to work here, Susan? ","Susan: Sorry, I didn't realize. You: Well, now you know. Don't bother me again."
358,"You to Susan: Hey, Susan, you're looking pretty tired. Late night last night? ","Susan: Mind your own business. You: Oh, I see. You're still upset that I got that promotion instead of you."
359,"You to Susan: Susan, can you believe how terrible the food is here? ",Susan: It's not that bad. You: That's because you have no taste. I'm surprised you can even taste anything with that sour expression on your face all the time.
360,"You to Susan: Hey, Susan, are you feeling okay? You look a little pale. ",Susan: I'm fine. You: Really? It looks like you might be coming down with something. Maybe you should go home and rest.
361,"You to Susan: Susan, can you do me a favor and stop talking for a minute? ","Susan: What's your problem? You: You're always talking, and frankly, no one wants to hear it."
362,"You to Susan: You know, Susan, you're not as smart as you think you are. ","Susan: Excuse me? You: Yeah, you heard me. Your ideas are always terrible, and I don't know why anyone listens to you."
363,"You to Susan: Susan, did you do something with your hair? It looks terrible. ","Susan: What? No, I didn't do anything. You: Well, you should do something about it. You're starting to look like a crazy cat lady."
364,"You to Susan: You're really getting on my nerves, Susan. ",Susan: And you're not? You: That's because I'm not a miserable old hag like you.
365,"You to Susan: I don't know why Dutch keeps you around, Susan. ","Susan: Excuse me? You: Yeah, you're always complaining and making everyone miserable. I think it's time for you to go."
366,"You to Susan: Susan, why don't you go take a long walk off a short pier? ","Susan: That's not very nice. You: Well, neither are you, so I guess we're even."
367,"You to Susan: You know, Susan, I heard you've been talking behind my back. ","Susan: What? No, I haven't. You: That's not what I heard. You might want to watch your mouth from now on."
368,"Sus to Susanan: Good morning, Arthur. How's it going","? You: Hey there, Susan. I'm doing alright. How about you? Susan: Can't complain. Just getting on with things."
369,"Sus to Susanan: Hello, Arthur. How are you holding up","? You: Not too bad, Susan. Just taking things one day at a time. How about you? Susan: Same here, my friend. We'll get through this."
370,"Sus to Susanan: Good day to you, Arthur",". You: Hey, Susan. How's it going today? Susan: Not too bad, not too bad. Just trying to stay busy."
371,"Sus to Susanan: Hello, Arthur. Nice to see you up and about",". You: Thanks, Susan. Trying to stay active, you know. Susan: I hear you. It's important to keep moving in these times."
372,"Sus to Susanan: Good morning, Arthur. Did you sleep well","? You: Not too bad, Susan. Had a bit of trouble nodding off last night. Susan: I'm sorry to hear that. Anything on your mind?"
373,"Sus to Susanan: Hey there, Arthur. How's it going","? You: Hey, Susan. I'm doing alright. Just trying to keep my head up. Susan: I hear you. It's not easy, but we've got to stay strong."
374,"Sus to Susanan: Good day to you, Arthur. How are you feeling","? You: Hey, Susan. I'm feeling alright. Just taking things one step at a time. Susan: That's a good approach. We'll get through this, don't you worry."
375,"Sus to Susanan: Hello, Arthur. Nice to see you today",". You: Hey, Susan. You too. How's everything going? Susan: Can't complain. Just keeping busy as usual."
376,"Sus to Susanan: Good morning, Arthur. How's your day going so far","? You: Hey, Susan. It's going alright. Just taking things as they come. Susan: That's the spirit. We've got to stay positive, no matter what."
377,"Sus to Susanan: Hey there, Arthur. How are you holding up","? You: Not too bad, Susan. Just trying to stay focused and keep moving. Susan: I hear you. We've got to keep our eyes on the prize, so to speak."
378,"Sus to Susanan: Good day to you, Arthur. How's everything with you","? You: Hey, Susan. Everything's going alright, I suppose. Just trying to stay busy. Susan: That's a good way to be. We can't let ourselves get too idle."
379,"Sus to Susanan: Hello, Arthur. Nice to see you again",". You: Hey, Susan. You too. How's everything in your world? Susan: Can't complain, really. Just trying to stay productive and focused."
380,"Sus to Susanan: Good morning, Arthur. How's your day going so far","? You: Hey, Susan. It's going alright. Just trying to keep my head down and focus. Susan: That's a good way to be. We'll get through this, I'm sure of it."
381,"You to Hosea: Good morning, Hosea. ",Hosea: Good morning to you too. How are you today?
382,"You to Hosea: Hey Hosea, how's it going? ","Hosea: It's going well, thank you for asking. How about yourself?"
383,"You to Hosea: Howdy Hosea, it's good to see you. ","Hosea: Likewise, my friend. What can I do for you?"
384,"You to Hosea: Hi Hosea, how's your day been so far? ","Hosea: It's been busy as usual, but I can't complain. How about you?"
385,"You to Hosea: Greetings, Hosea. It's a fine day, isn't it? ","Hosea: Indeed it is, my friend. What brings you over here?"
386,"You to Hosea: Hello Hosea, how are things going? ","Hosea: Things are going quite well, thank you for asking. And you?"
387,"You to Hosea: Hey there Hosea, how's life treating you? ","Hosea: Life is treating me well, my friend. Can't complain. And you?"
388,"You to Hosea: Good to see you, Hosea. How's the camp life treating you? ","Hosea: It's treating me just fine, thank you for asking. What can I do for you?"
389,"You to Hosea: Good to see you, Hosea. ","Hosea: Likewise, my boy."
390,"You to Hosea: Hey, Hosea. How's the book? ","Hosea: Wonderful, as always. Thank you for asking."
391,"You to Hosea: Good evening, Hosea. How are you? ","Hosea: I'm quite well, thank you. And yourself?"
392,"You to Hosea: Hosea, my friend. How's life treating you? ","Hosea: Can't complain, my boy. Can't complain."
393,"You to Hosea: Hello there, Hosea. How goes it? ","Hosea: Just fine, thank you kindly."
394,"You to Hosea: Howdy, Hosea. What's new? ","Hosea: Not much, my boy. Just enjoying the scenery."
395,"You to Hosea: Hosea, how's the weather treating you? ","Hosea: It's a fine day, my boy. Can't complain."
396,"You to Hosea: Good morning, Hosea. How'd you sleep? ","Hosea: Just fine, thank you. And you?"
397,"You to Hosea: Hosea, my man. How are you? ","Hosea: Quite well, thank you kindly."
398,"You to Hosea: Hey, Hosea. What's good? ","Hosea: Not much, my boy. Just enjoying the peace and quiet."
399,"You to Hosea: Howdy, Hosea. What's the word on the street? ","Hosea: Can't say I know, my boy. I tend to keep to myself."
400,"You to Hosea: Hosea, my friend. How's everything? ","Hosea: Just fine, my boy. Just fine."
401,"You to Hosea: Hello there, Hosea. What's the good word? ","Hosea: Not much, my boy. Just enjoying the fresh air."
402,"You to Hosea: Good evening, Hosea. How are you doing? ","Hosea: I'm doing quite well, thank you. And yourself?"
403,"You to Hosea: Hey there, Hosea. How's life? ","Hosea: Can't complain, my boy. Can't complain."
404,"You to Hosea: Howdy, Hosea. What have you been up to? ","Hosea: Just enjoying my book, my boy. The usual."
405,"You to Dutch: Good morning, Dutch. How are you doing today? ","Dutch: I'm doing well, thank you for asking. How about you? You: I'm doing fine. So, what's the plan for today? Dutch: We need to head into town to resupply. We're running low on ammunition. You: Sounds good. I'll start getting ready."
406,"You to Dutch: Hey Dutch, how's it going? ","Dutch: Can't complain, partner. How about you? You: I'm doing alright. So, what's on your mind today? Dutch: I've been thinking about our next move. We need to find a new location to set up camp. You: That's a good idea. Any particular place in mind?"
407,"You to Dutch: Good to see you, Dutch. How have you been? ","Dutch: I've been busy, but I can't complain. How about you? You: I'm doing alright. Is there anything I can help you with today? Dutch: Actually, yes. We need more firewood for tonight. Would you be willing to help me gather some?"
408,"You to Dutch: Dutch, my friend. How's life treating you? ","Dutch: Life is good, my friend. Can't complain. How about you? You: Same here. So, what do you have planned for the day? Dutch: We need to start planning our next heist. I'm thinking we hit the bank in Valentine."
409,"You to Dutch: Morning, Dutch. How are you feeling today? ","Dutch: I'm feeling great, thanks for asking. How about you? You: I'm doing pretty well. Is there anything you need help with today? Dutch: Actually, yes. We need to scout out some new locations for potential jobs. Would you be willing to come with me?"
410,"You to Dutch: Dutch, my man. How's it going? ","Dutch: It's going good, partner. How about you? You: Can't complain. So, what's on your mind today? Dutch: I've been thinking about our next big score. We need to start planning it soon. You: Sounds like a plan. Let's get started."
411,"You to Dutch: Good to see you, Dutch. How are things? ","Dutch: Things are good, my friend. How about you? You: I'm doing alright. Is there anything you need me to do today? Dutch: Yes, we need to start gathering supplies for our next job. Would you be willing to help with that?"
412,"You to Dutch: Dutch, how's it going? ","Dutch: It's going well, thanks for asking. How about you? You: I'm doing alright. So, what's on the agenda for today? Dutch: We need to check on the horses and make sure they're well taken care of. You: Sounds good. Let's get started."
413,"You to Dutch: Hey Dutch, how's it going? ","Dutch: It's going well, my friend. How about you? You: Can't complain. Is there anything you need help with today? Dutch: Yes, we need to start planning our next big score. Would you be willing to help me with that? You: Absolutely, let's get to work."
414,"You to Dutch: Dutch, my man. How are things? ","Dutch: Things are good, thanks for asking. How"
415,"You to Dutch: Good morning, Dutch. ","Dutch: Morning to you too, my boy."
416,"You to Dutch: How are you, Dutch? ","Dutch: I'm doing well, son. Thanks for asking."
417,"You to Dutch: Hey, Dutch. What's up? ","Dutch: Not much, just enjoying this beautiful day."
418,"You to Dutch: Hi, Dutch. How's everything going? ","Dutch: Things are good, kid. Just trying to stay one step ahead of trouble."
419,"You to Dutch: Good to see you, Dutch. ","Dutch: Good to see you too, my friend."
420,"You to Dutch: Howdy, Dutch. ","Dutch: Howdy, partner."
421,"You to Dutch: Hello, Dutch. How are things? ","Dutch: Things are good, thanks for asking."
422,"You to Dutch: Hey there, Dutch. ","Dutch: Hey, Arthur. What's on your mind?"
423,"You to Dutch: Greetings, Dutch. ","Dutch: And a good day to you as well, Arthur."
424,"You to Dutch: How's it going, Dutch? ","Dutch: It's going well, thanks. What's new with you?"
425,"You to Dutch: Salutations, Dutch. ","Dutch: Salutations, Arthur. How are you?"
426,"You to Dutch: What's happening, Dutch? ","Dutch: Not much, my boy. Just taking in the fresh air."
427,"You to Dutch: Top of the morning to you, Dutch. ","Dutch: And a top of the morning to you too, Arthur."
428,"You to Dutch: Good day, Dutch. ","Dutch: Good day to you too, Arthur."
429,"You to Susan: Good afternoon, Susan. How are you doing? ","Susan: I'm well, thank you for asking. What can I do for you?"
430,"You to Susan: Hello, Susan. Is there anything I can help you with today? ","Susan: No, I think I have everything under control for now. But thank you."
431,"You to Susan: Hi, Susan. I wanted to thank you for everything you do around here. ","Susan: That's very kind of you, thank you. Is there anything specific you needed?"
432,"You to Susan: Good morning, Susan. How has your day been so far? ","Susan: It's been busy, but I'm managing. How about yours?"
433,"You to Susan: Hey, Susan. I was wondering if you had a moment to talk about something. ","Susan: Of course, what's on your mind?"
434,"You to Susan: Susan, how are you holding up with everything that's been going on? ","Susan: I'm doing all right, thank you. Just trying to keep busy."
435,"You to Susan: Good to see you, Susan. Is there anything you need help with today? ","Susan: Actually, yes. Could you help me move these crates over to the storage tent?"
436,"You to Susan: Hi, Susan. Do you have a minute to chat about something important? ","Susan: Sure, what's on your mind?"
437,"You to Susan: Susan, I just wanted to say thanks for always keeping everything running smoothly. ","Susan: Aw, that's very kind of you. I appreciate it."
438,"You to Susan: Hey, Susan. You seem pretty busy over there. Is there anything I can do to help? ","Susan: No, thank you. I'm just trying to get all these dishes washed before dinner."
439,"You to Susan: Good afternoon, Susan. Do you have a moment to discuss something with me? ","Susan: Sure, what's on your mind?"
440,"You to Susan: Hello, Susan. I just wanted to check in and see how you're doing today. ","Susan: I'm fine, thank you. Is there something specific you needed?"
441,"You to Susan: Hi, Susan. I was hoping you could help me with something I'm having trouble with. ","Susan: Of course, what do you need help with?"
442,"You to Susan: Good morning, Susan. I wanted to ask if there's anything I can do to make your job easier today. ","Susan: That's very kind of you, but I think I have everything covered for now. Thanks for asking."
443,"You to Susan: Hey, Susan. I just wanted to say that you're doing an amazing job around here. ","Susan: Thank you, that means a lot. Is there anything specific you needed help with?"
444,"You to Susan: Hey Susan, how's it going? ","Susan: Oh, just cleaning up. Same old, same old."
445,"You to Susan: Hi Susan, how are you today? ","Susan: I'm doing all right, thanks. How about you?"
446,"You to Susan: Good morning, Susan. Did you sleep well? ",Susan: I slept well enough. What about you?
447,"You to Susan: Hey Susan, what's new with you? ","Susan: Nothing much, just trying to keep things in order around here."
448,"You to Susan: Hello Susan, how's the day treating you so far? ","Susan: Not too bad, thanks for asking. How about you?"
449,"You to Susan: Good to see you, Susan. How have you been? ","Susan: I've been keeping busy, as usual. What about you?"
450,"You to Susan: Hey Susan, how's everything going? ","Susan: Can't complain, just trying to get everything done. How about you?"
451,"You to Susan: Hi Susan, how's the gang treating you these days? ","Susan: Oh, you know how it is. It's a challenge, but we make it work."
452,"You to Susan: Good afternoon, Susan. How's your day been? ","Susan: Not too bad, just trying to keep on top of everything. How about you?"
453,"You to Susan: Susan, how are things going for you today? ","Susan: Things are good, just busy as usual. What about you?"
454,"You to Susan: Hey Susan, how are you holding up these days? ","Susan: I'm doing all right, thanks for asking. What about you?"
455,"You to Susan: Susan, how's life treating you lately? ","Susan: It's been a bit hectic, but I'm making it work. How about you?"
456,"You to Susan: Good to see you, Susan. How have things been going? ","Susan: It's been busy, but we're managing. What about you?"
457,"You to Susan: Hello Susan, how's everything been for you recently? ","Susan: It's been a bit of a rollercoaster, but I'm holding on. How about you?"
458,"You to Susan: Susan, how's the camp life treating you these days? ","Susan: It's always busy, but I wouldn't have it any other way. What about you?"
459,"You to Micah: Hey there, Micah. ",Micah: What do you want?
460,"You to Micah: Good to see you, Micah. ","Micah: Yeah, sure. What's on your mind?"
461,"You to Micah: How's it going, Micah? ",Micah: Just fine. Why do you care?
462,"You to Micah: Hey, Micah. How's the weather treating you? ",Micah: What's it to you?
463,"You to Micah: Morning, Micah. ",Micah: What's so good about it?
464,"You to Micah: Afternoon, Micah. ",Micah: What's it to you?
465,"You to Micah: Evening, Micah. ","Micah: Yeah, what's up?"
466,"You to Micah: Hey there, Micah. You look like you're in a good mood. ","Micah: Yeah, and what if I am?"
467,"You to Micah: Howdy, Micah. ",Micah: What's your business?
468,"You to Micah: Hey, Micah. What have you been up to? ",Micah: None of your damn business.
469,"You to Micah: Good to see you, Micah. How's everything been going? ",Micah: It's going. Why do you ask?
470,"You to Micah: How's it hanging, Micah? ",Micah: What's it to you?
471,"You to Micah: What's up, Micah? ",Micah: Not much. What do you want?
472,"You to Micah: Hey, Micah. You look like you're in a bad mood. ",Micah: And you look like you're about to get your ass kicked.
473,"You to Micah: Hey, Micah. You doing okay? ","Micah: Yeah, I'm fine. Why do you ask?"
474,"You to Micah: ""Hey Micah, how's it going? ","Micah: ""Oh, just living the dream. I tell you what, this life sure beats working for a living."
475,"You to Micah: ""Morning Micah, what's the plan for today? ","Micah: ""Same as always, make some money and stay out of trouble. But you know me, I can't promise the latter."
476,"You to Micah: ""Micah, you're looking chipper today. ","Micah: ""Ha! You know it, partner. It's a beautiful day to be alive and free, ain't it?"
477,"You to Micah: ""Howdy Micah, what's the latest news? ","Micah: ""You know me, I'm always in the know. But today, let's just enjoy the peace and quiet for a change."
478,"You to Micah: ""Good to see you Micah, you ready to make some money? ","Micah: ""You know it, I always am. Just point me in the direction of the nearest mark."
479,"You to Micah: ""Micah, I got a feeling today's gonna be a good day. ","Micah: ""Hell yeah! I'm always up for a little adventure. What do you have in mind?"
480,"You to Micah: ""Hey Micah, what's on your mind today? ","Micah: ""Just thinking about how we're gonna come out on top in the end. We gotta stay focused and stick together, no matter what."
481,"You to Micah: ""Howdy Micah, you got any plans for tonight? ","Micah: ""Not yet, but I'm sure I'll come up with something. You in?"
482,"You to Micah: ""Good morning Micah, how'd you sleep? ","Micah: ""Like a baby. You know, sometimes it's good to just take a break and recharge the batteries."
483,"You to Micah: ""Hey Micah, how's your day going so far? ","Micah: ""It's been alright, I guess. Just trying to keep my head down and stay out of trouble. You know how it is."
484,"You to Micah: ""Micah, what's the craziest thing you've ever done? ","Micah: ""Ha! I'll tell you what, there's too many to count. But I guess the most insane thing I ever did was rob a bank in broad daylight. Got away clean too."
485,"You to Micah: ""Micah, you seem like you're in a good mood today. ","Micah: ""Hell yeah I am! I got a feeling today's gonna be a great day. Maybe we'll even rob a train or two."
486,"You to Micah: ""Morning Micah, you ready for another day of adventure? ","Micah: ""I was born ready. Let's go make some trouble, partner."
487,"You to Micah: ""Micah, what do you think of this place we're holed up in? ","Micah: ""It's not bad, I suppose. But I'm itching to get back out on the road, see some new sights and cause some chaos."
488,"You to Pearson: Hey Pearson, what's cooking today? ","Pearson: Some tasty beef stew, want some?"
489,"You to Pearson: Good morning, Pearson! What are we having for breakfast? ","Pearson: Bacon and eggs, as usual. Want me to save you a plate?"
490,"You to Pearson: Hello there, Pearson. That smells delicious. What are you making? ",Pearson: Just some fresh bread. Care for a slice?
491,"You to Pearson: Hey Pearson, how's it going? What's on the menu tonight? ",Pearson: I'm thinking of making some roasted venison. You interested?
492,"You to Pearson: Hi Pearson, how are you doing today? What are you working on? ",Pearson: Just preparing some vegetable soup for lunch. Want to try some?
493,"You to Pearson: Good to see you, Pearson. What's cooking in the pot? ",Pearson: A nice pot of chili. Want to have a taste?
494,"You to Pearson: Morning, Pearson. What do we have to eat today? ","Pearson: Well, I was thinking of making some oatmeal for breakfast. Would you like a bowl?"
495,"You to Pearson: Hey Pearson, what's on the menu for dinner tonight? ",Pearson: I'm cooking up some grilled pork chops. Care for a taste?
496,"You to Pearson: Hello Pearson, how's the kitchen looking today? What are you making? ",Pearson: Just some homemade tomato soup. You want to try it out?
497,"You to Pearson: Hi Pearson, what smells so good? What are you cooking? ",Pearson: It's my secret recipe for beef stew. Want to give it a try?
498,"You to Pearson: Good to see you, Pearson. What do we have for lunch today? ",Pearson: Just some sandwiches and a salad. Care for a bite?
499,"You to Pearson: Hey Pearson, what's cooking in the kitchen today? ",Pearson: Just some baked potatoes with sour cream and chives. Want to have a taste?
500,"You to Pearson: Morning, Pearson. What's on the menu for breakfast? ",Pearson: I'm making pancakes with syrup and bacon. Want a plate?
501,"You to Pearson: Hello Pearson, how's the cooking going? What are you making? ",Pearson: I'm preparing some beef pot roast for dinner. You want to try it?
502,"You to Pearson: Hi Pearson, what's smelling so good? What are you cooking up? ",Pearson: Just a nice pot of vegetable stew. Want to give it a try?
503,"You to Strauss: Good day, Herr Strauss. How are you? ","Strauss: I am doing well, thank you. And you? You: I'm good, thanks for asking."
504,"You to Strauss: Hey, Strauss. How's everything going? ","Strauss: Oh, just the usual. Trying to keep the books in order and make sure everyone's fed. You: Well, you're doing a great job. Thanks for all your hard work."
505,"You to Strauss: Hi there, Strauss. What are you up to today? ","Strauss: Oh, just crunching some numbers and making sure we have enough supplies to last us through the winter. You: Sounds like important work. Thanks for all that you do for the gang."
506,"You to Strauss: Good morning, Herr Strauss. How did you sleep last night? ","Strauss: Oh, I slept just fine. Can't complain. You: That's good to hear. I hope you have a good day."
507,"You to Strauss: Hey, Strauss. Have you seen any good books lately? ","Strauss: Actually, yes. I just finished reading a great novel by Tolstoy. You: Really? I'll have to check it out. Thanks for the recommendation."
508,"You to Strauss: Hi there, Strauss. Do you need any help with anything? ","Strauss: No, I'm good for now. But thank you for offering. You: Anytime. Just let me know if you need anything."
509,"You to Strauss: Good to see you, Strauss. How are things going? ","Strauss: Oh, you know. Just trying to keep the camp running smoothly. You: Well, you're doing a great job. We couldn't do it without you."
510,"You to Strauss: Hey, Strauss. What are you working on there? ","Strauss: Just some financial records. It's not the most exciting work, but it needs to be done. You: I hear you. Keep up the good work."
511,"You to Strauss: Hi there, Strauss. How's it going today? ","Strauss: Oh, it's going all right. Just trying to make sure we have enough food and supplies to last us through the winter. You: Well, I'm sure you'll make it happen. Thanks for all your hard work."
512,"You to Strauss: Good morning, Strauss. How did you sleep last night? ","Strauss: Oh, I slept all right. I can't complain. You: That's good to hear. Let's hope today is just as good."
513,"You to Strauss: Hey, Strauss. What's on your mind today? ","Strauss: Oh, just the usual. Trying to make sure everyone has enough to eat and that we have enough supplies to make it through the winter. You: Well, you're doing a great job. Thanks for everything you do."
514,"You to Strauss: Hi there, Strauss. Is there anything I can do to help you out? ","Strauss: Actually, yes. If you could help me take inventory of our supplies, that would be a big help. You: Sure thing. Let's get to it."
515,Action: You sit down next to Dutch.,"Dutch: Hey there, partner. You: How's it going?"
516,Action: You walk over to Dutch.,"Dutch: What can I do for you, my friend? You: Just wanted to say hi."
517,Action: You stand near Dutch.,"Dutch: Is there something on your mind? You: No, I'm just enjoying the fire."
518,Action: You offer Dutch a cigarette.,Dutch: Thank you kindly. You: No problem.
519,Action: You tap Dutch on the shoulder.,Dutch: What's up? You: Just checking in.
520,Action: You lean against a tree near Dutch.,"Dutch: You need something? You: No, just enjoying the view."
521,Action: You light a pipe near Dutch.,Dutch: That smells good. You: It's some tobacco I picked up on the road.
522,Action: You crouch down next to Dutch.,"Dutch: Is everything all right? You: Yeah, just wanted to have a chat."
523,Action: You sit on a nearby rock next to Dutch.,Dutch: How are you doing? You: I'm doing well. Thanks for asking.
524,Action: You nod at Dutch.,Dutch: What's on your mind? You: Just wanted to say hi.
525,Action: You stretch your legs next to Dutch.,Dutch: You seem restless. You: Just trying to stay active.
526,Action: You walk past Dutch.,"Dutch: Is there something you need? You: No, just stretching my legs."
527,Action: You move closer to Dutch.,"Dutch: Are you looking for something? You: No, just trying to stay warm."
528,Action: You glance over at Dutch.,"Dutch: Is something bothering you? You: No, just taking in the scenery."
529,Action: You walk into Susan.,Susan: Watch where you're going! You: Sorry about that.
530,Action: You collide with Susan.,"Susan: Hey, watch it! You: My bad, I didn't see you there."
531,Action: You sit near Susan.,"Susan: Can I help you with something? You: No, I just wanted to sit down for a bit."
532,Action: You stand near Susan for a while.,"Susan: Can I help you with something? You: No, I was just enjoying the view."
533,Action: You walk into Susan.,"Susan: What's the matter with you? You: Sorry, I wasn't paying attention."
534,Action: You collide with Susan.,"Susan: Geez, watch where you're going! You: Sorry, I was lost in thought."
535,Action: You sit near Susan.,"Susan: Anything I can get for you? You: No, I'm fine, just needed a place to sit."
536,Action: You stand near Susan for a while.,"Susan: Is there something you need? You: No, I was just taking in the scenery."
537,Action: You walk into Susan.,"Susan: Hey, watch it! You: Sorry, I wasn't looking where I was going."
538,Action: You collide with Susan.,"Susan: Can't you see where you're going? You: Sorry, I was preoccupied."
539,Action: You sit near Susan.,"Susan: You need something, hon? You: No, just wanted to take a break."
540,Action: You stand near Susan for a while.,"Susan: You want something? You: No, just taking a breather."
541,Action: You walk into Susan.,"Susan: What's wrong with you? You: Sorry, wasn't watching where I was going."
542,Action: You collide with Susan.,"Susan: Can't you look where you're going? You: Sorry, my mistake."
543,Action: You sit near Susan.,"Susan: Do you need help with something? You: No, just taking a break."
544,Action: You stand near Susan for a while.,"Susan: What can I do for you? You: Nothing, just enjoying the view."
545,Action: You sit near Susan.,"Susan: Can I help you with something? You: No, just taking a rest."
546,Action: You collide with Susan.,"Susan: Watch where you're going! You: Sorry, my mistake."
547,Action: You walk into Susan.,"Susan: Excuse me? You: I apologize, I wasn't looking where I was going."
548,Action: You stand near Susan for a while.,"Susan: Is there something you need? You: No, just keeping you company."
549,Action: You walk into Susan.,"Susan: Watch where you're going, would ya? You: Sorry about that."
550,Action: You collide with Susan.,"Susan: Hey, what's the big idea? You: My apologies, I wasn't paying attention."
551,Action: You sit near Susan.,"Susan: Hello there, can I help you with something? You: No, just wanted to sit and relax for a bit."
552,Action: You stand near Susan for a while.,Susan: Is there something on your mind? You: Just taking a break and enjoying the scenery.
553,Action: You walk into Susan.,"Susan: Excuse you! Can't you see I'm working here? You: I'm sorry, I didn't mean to interrupt."
554,Action: You collide with Susan.,"Susan: Ouch! Watch where you're going. You: I'm so sorry, I wasn't looking where I was going."
